Building Type,Run Type,Climate Zone,System Type,Heating Gas Energy,Heating Electricity Energy,Cooling Energy,Heating Gas Total Energy,Heating Electricity Total Energy,Cooling Total Energy,,,,
Asm,M2,CZ07,cDXHP,0.0,0.0,0.0,0.0,27828.35,949597967159.9,,,,
Asm,M2,CZ08,cDXHP,0.0,0.0,19617419.58,0.0,1255683.5,1010555483446.67,,,,
Asm,M2,CZ09,cDXHP,0.0,0.0,55071641.1,0.0,4092774.67,1024608179039.68,,,,
Asm,M2,CZ10,cDXHP,0.0,0.0,41932094.35,0.0,1874680.74,1028249029377.1,,,,
Asm,M2,CZ11,cDXHP,0.0,0.0,653339847.55,0.0,67258149.39,1028654398442.91,,,,
Asm,M2,CZ12,cDXHP,0.0,0.0,0.0,0.0,40236478.99,968774058833.34,,,,
Asm,M2,CZ13,cDXHP,0.0,0.0,1050299746.73,0.0,25333082.12,1056133260228.26,,,,
Asm,M2,CZ14,cDXHP,0.0,0.0,676236084.56,0.0,31883496.87,1056083261897.75,,,,
Asm,M2,CZ15,cDXHP,0.0,0.0,7669528121.16,0.0,914239.16,1240534673020.43,,,,
Asm,M2,CZ16,cDXHP,0.0,0.0,16705529.23,0.0,257893644.63,921767433179.0,,,,
Asm,M2,CZ01,cPTAC,0.0,0.0,0.0,0.0,0.0,775964820359.86,,,,
Asm,M2,CZ02,cPTAC,0.0,0.0,0.0,0.0,0.0,900143283716.15,,,,
Asm,M2,CZ03,cPTAC,0.0,0.0,0.0,0.0,0.0,868784252540.99,,,,
Asm,M2,CZ04,cPTAC,0.0,0.0,0.0,0.0,0.0,983724412030.35,,,,
Asm,M2,CZ05,cPTAC,0.0,0.0,0.0,0.0,0.0,881095054178.28,,,,
Asm,M2,CZ06,cPTAC,0.0,0.0,0.0,0.0,0.0,940438338882.04,,,,
Asm,M2,CZ07,cPTAC,0.0,0.0,0.0,0.0,0.0,943014355479.65,,,,
Asm,M2,CZ08,cPTAC,0.0,0.0,19618183.71,0.0,0.0,1008477111710.29,,,,
Asm,M2,CZ09,cPTAC,0.0,0.0,55057454.84,0.0,0.0,1023805909282.67,,,,
Asm,M2,CZ10,cPTAC,0.0,0.0,41932159.26,0.0,0.0,1028228914518.65,,,,
Asm,M2,CZ11,cPTAC,0.0,0.0,653328218.55,0.0,0.0,1028537341080.72,,,,
Asm,M2,CZ12,cPTAC,0.0,0.0,0.0,0.0,0.0,967988046702.73,,,,
Asm,M2,CZ13,cPTAC,0.0,0.0,1050225429.27,0.0,0.0,1056017621039.22,,,,
Asm,M2,CZ14,cPTAC,0.0,0.0,676168602.38,0.0,0.0,1055837628974.25,,,,
Asm,M2,CZ15,cPTAC,0.0,0.0,7669528121.16,0.0,0.0,1240532021302.74,,,,
Asm,M2,CZ16,cPTAC,0.0,0.0,16898121.91,0.0,0.0,909492117857.97,,,,
Asm,M2,CZ01,cPVVG,0.0,0.0,0.0,959691631.29,0.0,721753897449.53,,,,
Asm,M2,CZ02,cPVVG,0.0,0.0,0.0,662790706.88,0.0,826361843875.9,,,,
Asm,M2,CZ03,cPVVG,0.0,0.0,0.0,141684770.99,0.0,806410456558.61,,,,
Asm,M2,CZ04,cPVVG,0.0,0.0,0.0,421993135.04,0.0,896150743933.9,,,,
Asm,M2,CZ05,cPVVG,0.0,0.0,0.0,84079395.05,0.0,814555381792.05,,,,
Asm,M2,CZ06,cPVVG,0.0,0.0,0.0,5603513.7,0.0,873464136877.84,,,,
Asm,M2,CZ07,cPVVG,0.0,0.0,0.0,163123.47,0.0,874290786096.55,,,,
Asm,M2,CZ08,cPVVG,0.0,0.0,12625520.39,7380090.75,0.0,932561516160.04,,,,
Asm,M2,CZ09,cPVVG,0.0,0.0,32338306.24,29493475.61,0.0,938316599462.79,,,,
Asm,M2,CZ10,cPVVG,0.0,0.0,25038552.95,11010475.59,0.0,944467943804.77,,,,
Asm,M2,CZ11,cPVVG,0.0,0.0,373448337.29,1043726162.81,0.0,940537204444.57,,,,
Asm,M2,CZ12,cPVVG,0.0,0.0,0.0,561697611.17,0.0,889316393166.86,,,,
Asm,M2,CZ13,cPVVG,0.0,0.0,597735275.19,263508628.36,0.0,969301275427.76,,,,
Asm,M2,CZ14,cPVVG,0.0,0.0,370006441.99,319540838.5,0.0,960284831231.2,,,,
Asm,M2,CZ15,cPVVG,0.0,0.0,4060022683.21,5874587.49,0.0,1148565711882.55,,,,
Asm,M2,CZ16,cPVVG,0.0,0.0,9809927.36,4432678514.08,0.0,813917423545.17,,,,
Asm,M3,CZ01,cDXGF,2119775230.42,0.0,689153524788.42,2119775230.42,0.0,689153524788.42,,,,
Asm,M3,CZ02,cDXGF,1621797488.62,0.0,797258850430.89,1621797488.62,0.0,797258850430.89,,,,
Asm,M3,CZ03,cDXGF,416511889.53,0.0,775917434594.9,416511889.53,0.0,775917434594.9,,,,
Asm,M3,CZ04,cDXGF,1046631680.58,0.0,875967989536.34,1046631680.58,0.0,875967989536.34,,,,
Asm,M3,CZ05,cDXGF,244383354.66,0.0,785378421425.07,244383354.66,0.0,785378421425.07,,,,
Asm,M3,CZ06,cDXGF,13967729.32,0.0,847546374385.58,13967729.32,0.0,847546374385.58,,,,
Asm,M3,CZ07,cDXGF,807284.58,0.0,848320997805.82,807284.58,0.0,848320997805.82,,,,
Asm,M3,CZ08,cDXGF,18659957.4,0.0,908728148423.13,18659957.4,0.0,908728148423.13,,,,
Asm,M3,CZ09,cDXGF,81546128.18,0.0,919000733670.79,81546128.18,0.0,919000733670.79,,,,
Asm,M3,CZ10,cDXGF,29360359.99,0.0,926646471497.34,29360359.99,0.0,926646471497.34,,,,
Asm,M3,CZ11,cDXGF,2437153901.13,0.0,923337395467.23,2437153901.13,0.0,923337395467.23,,,,
Asm,M3,CZ12,cDXGF,1502054070.39,0.0,865063424615.67,1502054070.39,0.0,865063424615.67,,,,
Asm,M3,CZ13,cDXGF,926652663.14,0.0,952402607318.21,926652663.14,0.0,952402607318.21,,,,
Asm,M3,CZ14,cDXGF,838649974.7,0.0,942554142817.6,838649974.7,0.0,942554142817.6,,,,
Asm,M3,CZ15,cDXGF,16472229.69,0.0,1142843438789.26,16472229.69,0.0,1142843438789.26,,,,
Asm,M3,CZ16,cDXGF,9038311199.94,0.0,782900843557.82,9038311199.94,0.0,782900843557.82,,,,
Asm,M3,CZ01,cDXHP,0.0,550558461.78,688584717057.59,0.0,550558461.78,688584717057.59,,,,
Asm,M3,CZ02,cDXHP,0.0,431786129.74,797622307175.96,0.0,431786129.74,797622307175.96,,,,
Asm,M3,CZ03,cDXHP,0.0,103451065.12,777181864668.76,0.0,103451065.12,777181864668.76,,,,
Asm,M3,CZ04,cDXHP,0.0,281031386.09,876031683794.67,0.0,281031386.09,876031683794.67,,,,
Asm,M3,CZ05,cDXHP,0.0,61308378.12,786265517814.78,0.0,61308378.12,786265517814.78,,,,
Asm,M3,CZ06,cDXHP,0.0,3430328.24,848843628932.11,0.0,3430328.24,848843628932.11,,,,
Asm,M3,CZ07,cDXHP,0.0,202943.1,849326114523.18,0.0,202943.1,849326114523.18,,,,
Asm,M3,CZ08,cDXHP,0.0,4582735.13,908872192617.34,0.0,4582735.13,908872192617.34,,,,
Asm,M3,CZ09,cDXHP,0.0,20654263.95,918914459157.37,0.0,20654263.95,918914459157.37,,,,
Asm,M3,CZ10,cDXHP,0.0,7480512.06,926655047807.33,0.0,7480512.06,926655047807.33,,,,
Asm,M3,CZ11,cDXHP,0.0,650199773.12,923391094997.89,0.0,650199773.12,923391094997.89,,,,
Asm,M3,CZ12,cDXHP,0.0,396818664.75,865196858915.97,0.0,396818664.75,865196858915.97,,,,
Asm,M3,CZ13,cDXHP,0.0,240652875.55,952494992997.19,0.0,240652875.55,952494992997.19,,,,
Asm,M3,CZ14,cDXHP,0.0,241170673.57,942287491282.57,0.0,241170673.57,942287491282.57,,,,
Asm,M3,CZ15,cDXHP,0.0,4338356.21,1142843436899.53,0.0,4338356.21,1142843436899.53,,,,
Asm,M3,CZ16,cDXHP,0.0,2676271504.55,777288492656.06,0.0,2676271504.55,777288492656.06,,,,
Asm,M3,CZ01,cPTAC,0.0,0.0,689067215552.05,0.0,0.0,689067215552.05,,,,
Asm,M3,CZ02,cPTAC,0.0,0.0,797192501083.79,0.0,0.0,797192501083.79,,,,
Asm,M3,CZ03,cPTAC,0.0,0.0,775892672935.03,0.0,0.0,775892672935.03,,,,
Asm,M3,CZ04,cPTAC,0.0,0.0,875918159057.01,0.0,0.0,875918159057.01,,,,
Asm,M3,CZ05,cPTAC,0.0,0.0,785371303880.22,0.0,0.0,785371303880.22,,,,
Asm,M3,CZ06,cPTAC,0.0,0.0,847544980797.94,0.0,0.0,847544980797.94,,,,
Asm,M3,CZ07,cPTAC,0.0,0.0,848320883935.31,0.0,0.0,848320883935.31,,,,
Asm,M3,CZ08,cPTAC,0.0,0.0,908726327989.52,0.0,0.0,908726327989.52,,,,
Asm,M3,CZ09,cPTAC,0.0,0.0,918994795320.59,0.0,0.0,918994795320.59,,,,
Asm,M3,CZ10,cPTAC,0.0,0.0,926676703403.92,0.0,0.0,926676703403.92,,,,
Asm,M3,CZ11,cPTAC,0.0,0.0,923234109065.31,0.0,0.0,923234109065.31,,,,
Asm,M3,CZ12,cPTAC,0.0,0.0,865004003670.92,0.0,0.0,865004003670.92,,,,
Asm,M3,CZ13,cPTAC,0.0,0.0,952358544056.92,0.0,0.0,952358544056.92,,,,
Asm,M3,CZ14,cPTAC,0.0,0.0,942510941835.89,0.0,0.0,942510941835.89,,,,
Asm,M3,CZ15,cPTAC,0.0,0.0,1142874190891.05,0.0,0.0,1142874190891.05,,,,
Asm,M3,CZ16,cPTAC,0.0,0.0,782688240230.4,0.0,0.0,782688240230.4,,,,
Asm,M3,CZ01,cPVVG,0.0,0.0,0.0,2200569088.47,0.0,683605523676.33,,,,
Asm,M3,CZ02,cPVVG,0.0,0.0,0.0,1684510774.53,0.0,790897830368.91,,,,
Asm,M3,CZ03,cPVVG,0.0,0.0,0.0,433191937.84,0.0,769703534398.97,,,,
Asm,M3,CZ04,cPVVG,0.0,0.0,0.0,1088707056.4,0.0,869026931755.11,,,,
Asm,M3,CZ05,cPVVG,0.0,0.0,0.0,253902994.49,0.0,778987845607.84,,,,
Asm,M3,CZ06,cPVVG,0.0,0.0,0.0,14586293.45,0.0,840774398634.29,,,,
Asm,M3,CZ07,cPVVG,0.0,0.0,0.0,843691.68,0.0,841529824606.1,,,,
Asm,M3,CZ08,cPVVG,0.0,0.0,7668500.95,19477684.94,0.0,901678317215.97,,,,
Asm,M3,CZ09,cPVVG,0.0,0.0,18562152.73,84814662.59,0.0,911755722958.7,,,,
Asm,M3,CZ10,cPVVG,0.0,0.0,13007433.72,30639752.66,0.0,919432831323.65,,,,
Asm,M3,CZ11,cPVVG,0.0,0.0,198394448.14,2535638897.18,0.0,916166905284.08,,,,
Asm,M3,CZ12,cPVVG,0.0,0.0,0.0,1560816292.77,0.0,858353980313.38,,,,
Asm,M3,CZ13,cPVVG,0.0,0.0,317721379.95,963834333.54,0.0,945072676466.27,,,,
Asm,M3,CZ14,cPVVG,0.0,0.0,190867051.52,874255371.09,0.0,934846316052.34,,,,
Asm,M3,CZ15,cPVVG,0.0,0.0,2046676754.66,17210400.68,0.0,1134230484240.57,,,,
Asm,M3,CZ16,cPVVG,0.0,0.0,5300524.24,9472283678.03,0.0,775192750006.32,,,,
Asm,M4,CZ01,cDXGF,0.0,0.0,0.0,1323453830745.17,0.0,51379936602.3,,,,
Asm,M4,CZ02,cDXGF,0.0,0.0,0.0,933731294940.23,0.0,353565304770.72,,,,
Asm,M4,CZ03,cDXGF,0.0,0.0,0.0,588225802223.68,0.0,211316990970.69,,,,
Asm,M4,CZ04,cDXGF,0.0,0.0,0.0,749078348729.72,0.0,578399151232.88,,,,
Asm,M4,CZ05,cDXGF,0.0,0.0,0.0,573139983099.33,0.0,246477828241.9,,,,
Asm,M4,CZ06,cDXGF,0.0,0.0,0.0,148020325397.29,0.0,413494014603.06,,,,
Asm,M4,CZ07,cDXGF,0.0,0.0,0.0,130772183426.12,0.0,421826091143.68,,,,
Asm,M4,CZ08,cDXGF,0.0,0.0,763873.09,190498013969.96,0.0,623194482357.55,,,,
Asm,M4,CZ09,cDXGF,0.0,0.0,2403139.94,253042625475.43,0.0,642638135341.2,,,,
Asm,M4,CZ10,cDXGF,0.0,0.0,2276801.88,275619829493.48,0.0,723876328209.22,,,,
Asm,M4,CZ11,cDXGF,0.0,0.0,53115989.71,774000406935.15,0.0,774888719228.12,,,,
Asm,M4,CZ12,cDXGF,0.0,0.0,0.0,784418810487.82,0.0,554824680235.35,,,,
Asm,M4,CZ13,cDXGF,0.0,0.0,106890851.05,657666997346.45,0.0,816600559504.52,,,,
Asm,M4,CZ14,cDXGF,0.0,0.0,42850647.79,649893939986.9,0.0,795180232499.05,,,,
Asm,M4,CZ15,cDXGF,0.0,0.0,11461312268.26,134459853702.85,0.0,1396101435938.94,,,,
Asm,M4,CZ16,cDXGF,0.0,0.0,1044708.65,1231840299469.14,0.0,296837906062.87,,,,
Asm,M4,CZ01,cDXHP,0.0,0.0,0.0,0.0,318488793718.24,50931958743.59,,,,
Asm,M4,CZ02,cDXHP,0.0,0.0,0.0,0.0,227667008519.22,355531179852.63,,,,
Asm,M4,CZ03,cDXHP,0.0,0.0,0.0,0.0,139821721064.82,211818816264.09,,,,
Asm,M4,CZ04,cDXHP,0.0,0.0,0.0,0.0,185345153999.97,579579380620.35,,,,
Asm,M4,CZ05,cDXHP,0.0,0.0,0.0,0.0,137142762543.58,248221397262.25,,,,
Asm,M4,CZ06,cDXHP,0.0,0.0,0.0,0.0,34470290161.51,398706168693.71,,,,
Asm,M4,CZ07,cDXHP,0.0,0.0,0.0,0.0,30400039549.4,408970970836.15,,,,
Asm,M4,CZ08,cDXHP,0.0,0.0,767003.0,0.0,44868937745.9,622292459608.23,,,,
Asm,M4,CZ09,cDXHP,0.0,0.0,2354500.11,0.0,60415618468.19,642945833974.56,,,,
Asm,M4,CZ10,cDXHP,0.0,0.0,2276800.89,0.0,65977751350.58,723911266113.56,,,,
Asm,M4,CZ11,cDXHP,0.0,0.0,53123587.64,0.0,191123680311.71,775142445326.14,,,,
Asm,M4,CZ12,cDXHP,0.0,0.0,0.0,0.0,191496763610.43,555729455077.86,,,,
Asm,M4,CZ13,cDXHP,0.0,0.0,106961818.9,0.0,161319088887.5,817043144264.14,,,,
Asm,M4,CZ14,cDXHP,0.0,0.0,42866640.34,0.0,166887749613.83,795720206908.37,,,,
Asm,M4,CZ15,cDXHP,0.0,0.0,11461312268.26,0.0,32130420436.55,1396101435938.93,,,,
Asm,M4,CZ16,cDXHP,0.0,0.0,1046464.99,0.0,345795912144.96,302211739363.56,,,,
Asm,M4,CZ01,cPTAC,0.0,0.0,0.0,0.0,0.0,45067825839.5,,,,
Asm,M4,CZ02,cPTAC,0.0,0.0,0.0,0.0,0.0,339520841661.89,,,,
Asm,M4,CZ03,cPTAC,0.0,0.0,0.0,0.0,0.0,205766425040.67,,,,
Asm,M4,CZ04,cPTAC,0.0,0.0,0.0,0.0,0.0,564787131573.98,,,,
Asm,M4,CZ05,cPTAC,0.0,0.0,0.0,0.0,0.0,234756760518.23,,,,
Asm,M4,CZ06,cPTAC,0.0,0.0,0.0,0.0,0.0,410903604381.32,,,,
Asm,M4,CZ07,cPTAC,0.0,0.0,0.0,0.0,0.0,419212039247.98,,,,
Asm,M4,CZ08,cPTAC,0.0,0.0,763873.09,0.0,0.0,618624702814.04,,,,
Asm,M4,CZ09,cPTAC,0.0,0.0,2402985.74,0.0,0.0,637262990307.07,,,,
Asm,M4,CZ10,cPTAC,0.0,0.0,2276798.13,0.0,0.0,717566550819.04,,,,
Asm,M4,CZ11,cPTAC,0.0,0.0,53115813.94,0.0,0.0,766802264034.82,,,,
Asm,M4,CZ12,cPTAC,0.0,0.0,0.0,0.0,0.0,547686735988.22,,,,
Asm,M4,CZ13,cPTAC,0.0,0.0,106890663.0,0.0,0.0,811384195063.68,,,,
Asm,M4,CZ14,cPTAC,0.0,0.0,42850644.32,0.0,0.0,782753703318.4,,,,
Asm,M4,CZ15,cPTAC,0.0,0.0,11461312268.25,0.0,0.0,1392534313292.62,,,,
Asm,M4,CZ16,cPTAC,0.0,0.0,1044708.61,0.0,0.0,289079014100.86,,,,
Asm,M4,CZ01,cPVVG,0.0,0.0,0.0,1544322763833.7,0.0,35152910235.17,,,,
Asm,M4,CZ02,cPVVG,0.0,0.0,0.0,1119657030611.97,0.0,313494647419.06,,,,
Asm,M4,CZ03,cPVVG,0.0,0.0,0.0,736254377707.85,0.0,173114541050.53,,,,
Asm,M4,CZ04,cPVVG,0.0,0.0,0.0,892711196876.19,0.0,526475860179.01,,,,
Asm,M4,CZ05,cPVVG,0.0,0.0,0.0,717953622034.82,0.0,204038038860.15,,,,
Asm,M4,CZ06,cPVVG,0.0,0.0,0.0,216658874386.78,0.0,350288495171.26,,,,
Asm,M4,CZ07,cPVVG,0.0,0.0,0.0,195040294230.97,0.0,354520364271.83,,,,
Asm,M4,CZ08,cPVVG,0.0,0.0,355069.24,264106951782.45,0.0,561996716276.73,,,,
Asm,M4,CZ09,cPVVG,0.0,0.0,1020528.1,333565942267.44,0.0,577679140006.45,,,,
Asm,M4,CZ10,cPVVG,0.0,0.0,858571.44,353820316940.88,0.0,661541917673.87,,,,
Asm,M4,CZ11,cPVVG,0.0,0.0,18040651.59,929387375677.31,0.0,722195619058.19,,,,
Asm,M4,CZ12,cPVVG,0.0,0.0,0.0,951615823045.0,0.0,507186665041.69,,,,
Asm,M4,CZ13,cPVVG,0.0,0.0,46046298.23,801852314859.36,0.0,762378544571.06,,,,
Asm,M4,CZ14,cPVVG,0.0,0.0,19280627.22,835161103952.52,0.0,732039913863.81,,,,
Asm,M4,CZ15,cPVVG,0.0,0.0,7486486125.03,186496740105.32,0.0,1326672299713.77,,,,
Asm,M4,CZ16,cPVVG,0.0,0.0,565702.33,1572012845065.46,0.0,246053973172.39,,,,
Asm,M5,CZ01,cDXGF,2513540691.39,0.0,372783911115.21,2513540691.39,0.0,372783911115.21,,,,
Asm,M5,CZ02,cDXGF,1887340360.16,0.0,608371908986.31,1887340360.16,0.0,609620832857.89,,,,
Asm,M5,CZ03,cDXGF,479875179.98,0.0,535940645237.21,479875179.98,0.0,536276799777.18,,,,
Asm,M5,CZ04,cDXGF,1199465122.54,0.0,729226987618.7,1199465122.54,0.0,736055829009.46,,,,
Asm,M5,CZ05,cDXGF,280294780.4,0.0,551445176027.27,280294780.4,0.0,552143180292.58,,,,
