Building Type,Run Type,Climate Zone,System Type,Heating Gas Energy,Heating Electricity Energy,Cooling Energy,Heating Gas Total Energy,Heating Electricity Total Energy,Cooling Total Energy,,,,
Ese,M5,CZ14,cDXHP,0.0,1972060053.49,292283628633.72,0.0,1972060053.49,292283628633.72,,,,
Ese,M5,CZ15,cDXHP,0.0,36102507.21,442845399086.11,0.0,36102507.21,448075079506.68,,,,
Ese,M5,CZ16,cDXHP,0.0,10183011318.2,189290004309.62,0.0,10222389766.8,189290004309.62,,,,
Ese,M5,CZ01,cPTAC,0.0,0.0,125474376926.06,0.0,0.0,125557294101.31,,,,
Ese,M5,CZ02,cPTAC,0.0,0.0,207350848249.14,0.0,0.0,207494855736.27,,,,
Ese,M5,CZ03,cPTAC,0.0,0.0,189848950308.37,0.0,0.0,189865647482.76,,,,
Ese,M5,CZ04,cPTAC,0.0,0.0,249140850095.27,0.0,0.0,250897549928.61,,,,
Ese,M5,CZ05,cPTAC,0.0,0.0,195222549980.09,0.0,0.0,195450530627.13,,,,
Ese,M5,CZ06,cPTAC,0.0,0.0,246818839769.6,0.0,0.0,249031297736.36,,,,
Ese,M5,CZ07,cPTAC,0.0,0.0,247075115337.62,0.0,0.0,248343756710.34,,,,
Ese,M5,CZ08,cPTAC,0.0,0.0,298760105201.08,0.0,0.0,300136842585.85,,,,
Ese,M5,CZ09,cPTAC,0.0,0.0,295689892892.59,0.0,0.0,296431259686.08,,,,
Ese,M5,CZ10,cPTAC,0.0,0.0,303137124455.4,0.0,0.0,303590280609.68,,,,
Ese,M5,CZ11,cPTAC,0.0,0.0,290727795806.03,0.0,0.0,291347629903.53,,,,
Ese,M5,CZ12,cPTAC,0.0,0.0,253492080095.22,0.0,0.0,253548027475.69,,,,
Ese,M5,CZ13,cPTAC,0.0,0.0,311270888835.9,0.0,0.0,311396862600.65,,,,
Ese,M5,CZ14,cPTAC,0.0,0.0,283859343747.57,0.0,0.0,284772127142.74,,,,
Ese,M5,CZ15,cPTAC,0.0,0.0,442427526677.82,0.0,0.0,447766379668.47,,,,
Ese,M5,CZ16,cPTAC,0.0,0.0,171976202890.12,0.0,0.0,171976202890.12,,,,
Ese,M5,CZ01,cPVVG,5629421320.26,0.0,705093911.0,208832520112.48,0.0,189615206341.38,,,,
Ese,M5,CZ02,cPVVG,17289192644.26,0.0,4177007929.79,208870925810.65,0.0,447976386397.14,,,,
Ese,M5,CZ03,cPVVG,2593463561.73,0.0,2816988138.47,118898719406.22,0.0,360147997849.76,,,,
Ese,M5,CZ04,cPVVG,13539321990.03,0.0,7886277958.42,178501637970.73,0.0,597882902659.92,,,,
Ese,M5,CZ05,cPVVG,2556949993.61,0.0,3404818467.07,120684902986.4,0.0,388605689423.82,,,,
Ese,M5,CZ06,cPVVG,0.0,0.0,4904701946.98,37307320429.74,0.0,571691575319.44,,,,
Ese,M5,CZ07,cPVVG,0.0,0.0,4574489063.19,36652308785.27,0.0,572976541820.82,,,,
Ese,M5,CZ08,cPVVG,71921920.55,0.0,8137301242.79,49599187857.81,0.0,711760310741.89,,,,
Ese,M5,CZ09,cPVVG,1280677840.86,0.0,9319340103.51,62219215211.73,0.0,698158332422.16,,,,
Ese,M5,CZ10,cPVVG,2994239190.02,0.0,8750866184.36,79257217001.21,0.0,758498499894.73,,,,
Ese,M5,CZ11,cPVVG,19699382129.22,0.0,14280660330.27,183994579430.38,0.0,732197614399.89,,,,
Ese,M5,CZ12,cPVVG,14390859659.58,0.0,7872432985.39,172075924665.31,0.0,598412663803.03,,,,
Ese,M5,CZ13,cPVVG,10434914684.84,0.0,14928852007.43,133820428717.94,0.0,784584864179.98,,,,
Ese,M5,CZ14,cPVVG,8552057336.01,0.0,11195316882.25,123342044298.38,0.0,706117436124.91,,,,
Ese,M5,CZ15,cPVVG,181015823.39,0.0,29217874730.86,19259268573.42,0.0,1228747055018.5,,,,
Ese,M5,CZ16,cPVVG,49676678774.95,0.0,4365866825.37,282396011716.45,0.0,358836031816.96,,,,
Eun,M1,CZ01,cDXGF,8181856620.08,0.0,917469586.9,1531086064599.24,0.0,122789152202.26,,,,
Eun,M1,CZ02,cDXGF,18875928817.58,0.0,33502349754.76,1092620229244.11,0.0,1708403780972.28,,,,
Eun,M1,CZ03,cDXGF,2020432846.21,0.0,10491738255.3,583726321094.86,0.0,827854186564.12,,,,
Eun,M1,CZ04,cDXGF,16348053878.42,0.0,75681325944.74,969221285909.0,0.0,2680988671403.68,,,,
Eun,M1,CZ05,cDXGF,3199191635.5,0.0,11768389576.3,627514160141.77,0.0,1146291132910.67,,,,
Eun,M1,CZ06,cDXGF,0.0,0.0,22915447426.63,137677729740.82,0.0,2102365063174.13,,,,
Eun,M1,CZ07,cDXGF,0.0,0.0,20625906778.67,104515897711.01,0.0,2277009926694.1,,,,
Eun,M1,CZ08,cDXGF,0.0,0.0,52310888596.08,203803902093.18,0.0,3306132504364.2,,,,
Eun,M1,CZ09,cDXGF,175206038.67,0.0,63977171942.59,259152491897.83,0.0,3309810119556.69,,,,
Eun,M1,CZ10,cDXGF,165665671.04,0.0,64172155541.6,283113495805.0,0.0,3578575898322.68,,,,
Eun,M1,CZ11,cDXGF,41434109580.39,0.0,136299371565.13,981107733706.48,0.0,3649727448559.27,,,,
Eun,M1,CZ12,cDXGF,11474919868.2,0.0,69099598089.54,937030669879.72,0.0,2585503170608.22,,,,
Eun,M1,CZ13,cDXGF,6515728329.63,0.0,144397704841.92,740814879684.27,0.0,3815092340582.14,,,,
Eun,M1,CZ14,cDXGF,14008416387.65,0.0,118682551421.13,872926160326.78,0.0,3743289388331.18,,,,
Eun,M1,CZ15,cDXGF,615826084.21,0.0,281597371812.24,122729316922.87,0.0,6752272297189.88,,,,
Eun,M1,CZ16,cDXGF,88580992968.84,0.0,22526788659.02,1588689329132.91,0.0,1356166665841.98,,,,
Eun,M1,CZ01,cDXHP,0.0,2242789297.48,955371780.92,0.0,389902351567.76,118572083282.67,,,,
Eun,M1,CZ02,cDXHP,0.0,5095596741.4,33971777722.46,0.0,287233762941.58,1711871407588.29,,,,
Eun,M1,CZ03,cDXHP,0.0,498354504.79,10682352212.27,0.0,144309438473.44,821219289707.79,,,,
Eun,M1,CZ04,cDXHP,0.0,4331627484.16,76573484463.3,0.0,262092071064.23,2707434017058.16,,,,
Eun,M1,CZ05,cDXHP,0.0,821361502.94,12096249826.18,0.0,159114892680.37,1143740669265.56,,,,
Eun,M1,CZ06,cDXHP,0.0,0.0,23250389580.61,0.0,32970322822.73,2051789296849.44,,,,
Eun,M1,CZ07,cDXHP,0.0,0.0,20841931846.02,0.0,25001242719.51,2237355750225.43,,,,
Eun,M1,CZ08,cDXHP,0.0,0.0,52606441446.21,0.0,50255418713.55,3295375868621.14,,,,
Eun,M1,CZ09,cDXHP,0.0,47384975.48,64203021519.25,0.0,64769163528.59,3308938071254.27,,,,
Eun,M1,CZ10,cDXHP,0.0,44439658.29,64295927283.98,0.0,71479089391.0,3579726634404.04,,,,
Eun,M1,CZ11,cDXHP,0.0,11516842514.1,137300414014.3,0.0,258200900423.8,3669983836151.1,,,,
Eun,M1,CZ12,cDXHP,0.0,3047193884.82,69789083785.35,0.0,244207377175.84,2594959589119.67,,,,
Eun,M1,CZ13,cDXHP,0.0,1688060270.98,145241272193.99,0.0,192101555248.62,3830551555148.0,,,,
Eun,M1,CZ14,cDXHP,0.0,4370735794.25,119976605509.31,0.0,247041621246.74,3781239970401.1,,,,
Eun,M1,CZ15,cDXHP,0.0,167632900.24,281755877543.87,0.0,30849275330.69,6754397820043.1,,,,
Eun,M1,CZ16,cDXHP,0.0,28411895524.89,22727667759.46,0.0,478830096262.72,1372717737603.07,,,,
Eun,M1,CZ01,cPTAC,0.0,0.0,898679813.2,0.0,0.0,123025979722.75,,,,
Eun,M1,CZ02,cPTAC,0.0,0.0,33393308023.54,0.0,0.0,1703587639079.75,,,,
Eun,M1,CZ03,cPTAC,0.0,0.0,10471746940.99,0.0,0.0,835742818848.59,,,,
Eun,M1,CZ04,cPTAC,0.0,0.0,75519077657.79,0.0,0.0,2673556326561.38,,,,
Eun,M1,CZ05,cPTAC,0.0,0.0,11722913112.96,0.0,0.0,1146240626831.98,,,,
Eun,M1,CZ06,cPTAC,0.0,0.0,22905234081.32,0.0,0.0,2112878244676.57,,,,
Eun,M1,CZ07,cPTAC,0.0,0.0,20626743315.1,0.0,0.0,2286436415593.09,,,,
Eun,M1,CZ08,cPTAC,0.0,0.0,52282155606.2,0.0,0.0,3310460225394.85,,,,
Eun,M1,CZ09,cPTAC,0.0,0.0,63939423566.15,0.0,0.0,3314747119064.73,,,,
Eun,M1,CZ10,cPTAC,0.0,0.0,64144443115.91,0.0,0.0,3580334085083.24,,,,
Eun,M1,CZ11,cPTAC,0.0,0.0,136270064978.45,0.0,0.0,3646921726676.24,,,,
Eun,M1,CZ12,cPTAC,0.0,0.0,69052973373.27,0.0,0.0,2586235901238.49,,,,
Eun,M1,CZ13,cPTAC,0.0,0.0,144382573665.2,0.0,0.0,3816066474662.69,,,,
Eun,M1,CZ14,cPTAC,0.0,0.0,118640481691.06,0.0,0.0,3736934664282.24,,,,
Eun,M1,CZ15,cPTAC,0.0,0.0,281584773332.05,0.0,0.0,6754545266235.75,,,,
Eun,M1,CZ16,cPTAC,0.0,0.0,22480954092.49,0.0,0.0,1345508805489.34,,,,
Eun,M1,CZ01,cPVVG,11141233560.07,0.0,371700937.75,2494269484443.46,0.0,97874762316.01,,,,
Eun,M1,CZ02,cPVVG,26303494912.4,0.0,10490912343.16,1846279461572.37,0.0,766528137377.29,,,,
Eun,M1,CZ03,cPVVG,3468892451.25,0.0,3510603810.4,1076707916207.09,0.0,436389867685.99,,,,
Eun,M1,CZ04,cPVVG,25177537351.25,0.0,25653212393.21,1609414486719.45,0.0,1186190837327.64,,,,
Eun,M1,CZ05,cPVVG,2713958517.66,0.0,4315491428.16,1169054107274.32,0.0,562054571968.94,,,,
Eun,M1,CZ06,cPVVG,0.0,0.0,7349323361.54,312529748819.41,0.0,1002498116994.98,,,,
Eun,M1,CZ07,cPVVG,0.0,0.0,6040800948.31,253972407737.32,0.0,1039858110577.56,,,,
Eun,M1,CZ08,cPVVG,0.0,0.0,15750058800.31,422112663778.79,0.0,1460171649857.13,,,,
Eun,M1,CZ09,cPVVG,238733122.44,0.0,19684166430.61,520623692307.32,0.0,1447443939783.91,,,,
Eun,M1,CZ10,cPVVG,213084171.79,0.0,20238285209.39,560130684699.89,0.0,1574769531694.64,,,,
Eun,M1,CZ11,cPVVG,54564754732.81,0.0,48865450195.16,1622065364254.07,0.0,1590198006280.55,,,,
Eun,M1,CZ12,cPVVG,16519608689.45,0.0,23137160627.77,1565973977565.55,0.0,1149985771220.97,,,,
Eun,M1,CZ13,cPVVG,6636363763.9,0.0,48830903799.82,1271556385248.89,0.0,1651724189129.28,,,,
Eun,M1,CZ14,cPVVG,18250669730.38,0.0,39790979995.91,1445200006873.99,0.0,1627742969133.79,,,,
Eun,M1,CZ15,cPVVG,816016983.94,0.0,100649220665.05,264266699261.2,0.0,2918327899573.34,,,,
Eun,M1,CZ16,cPVVG,125916707658.37,0.0,5734506545.14,2629659047682.08,0.0,588430960913.94,,,,
Eun,M2,CZ01,cDXGF,113906075.79,0.0,27528929821.23,26928589542.89,0.0,4287797197870.18,,,,
Eun,M2,CZ02,cDXGF,244153845.63,0.0,68010815461.56,19425374721.31,0.0,5074141971015.49,,,,
Eun,M2,CZ03,cDXGF,70251777.77,0.0,59602322695.8,9215848056.9,0.0,4914330334805.78,,,,
Eun,M2,CZ04,cDXGF,342314107.65,0.0,101082912319.11,14788164260.2,0.0,5529906457895.28,,,,
Eun,M2,CZ05,cDXGF,62189028.84,0.0,67209883053.35,7365783052.5,0.0,5034997682749.33,,,,
Eun,M2,CZ06,cDXGF,0.0,0.0,78989202614.94,887890236.91,0.0,5322512081078.06,,,,
Eun,M2,CZ07,cDXGF,0.0,0.0,67700455595.53,399885159.54,0.0,5327984029678.42,,,,
Eun,M2,CZ08,cDXGF,0.0,0.0,103518384577.85,1437173402.31,0.0,5776971013673.75,,,,
Eun,M2,CZ09,cDXGF,700705.19,0.0,114243957261.29,3001880176.41,0.0,5862796941443.57,,,,
Eun,M2,CZ10,cDXGF,545986.84,0.0,92671616071.2,2033840865.15,0.0,5756941278221.62,,,,
Eun,M2,CZ11,cDXGF,890593906.62,0.0,143529139731.5,21626408292.14,0.0,5766329807276.21,,,,
Eun,M2,CZ12,cDXGF,105246540.63,0.0,98100314611.0,16147710565.18,0.0,5392338702091.36,,,,
Eun,M2,CZ13,cDXGF,25121073.2,0.0,147957126746.89,12472937180.25,0.0,5895892711166.54,,,,
Eun,M2,CZ14,cDXGF,98665250.07,0.0,134946127105.01,11204205148.36,0.0,5914026499956.36,,,,
Eun,M2,CZ15,cDXGF,2750911.66,0.0,233840431112.29,823923855.01,0.0,7005619731699.8,,,,
Eun,M2,CZ16,cDXGF,1351749715.95,0.0,82144224164.39,45112685970.79,0.0,5116389096144.86,,,,
Eun,M2,CZ01,cDXHP,0.0,29875641.86,27788062428.58,0.0,6926883128.17,4319703406994.29,,,,
Eun,M2,CZ02,cDXHP,0.0,64857703.37,68720031368.04,0.0,5102492212.64,5088577714442.96,,,,
Eun,M2,CZ03,cDXHP,0.0,17359526.77,60182709073.54,0.0,2246175955.65,4937215161953.57,,,,
Eun,M2,CZ04,cDXHP,0.0,88626326.65,101835119974.87,0.0,3943510054.59,5539231341950.65,,,,
Eun,M2,CZ05,cDXHP,0.0,15723129.29,67893782002.43,0.0,1849280462.86,5067374570052.0,,,,
Eun,M2,CZ06,cDXHP,0.0,0.0,79394819006.78,0.0,208461332.8,5359353345092.36,,,,
Eun,M2,CZ07,cDXHP,0.0,0.0,68035916379.09,0.0,94267133.15,5353693702023.86,,,,
Eun,M2,CZ08,cDXHP,0.0,0.0,103890223203.49,0.0,346176369.16,5788708467262.78,,,,
Eun,M2,CZ09,cDXHP,0.0,196922.42,114470525121.19,0.0,737591859.93,5870305972147.73,,,,
Eun,M2,CZ10,cDXHP,0.0,150467.19,92719090054.59,0.0,512474275.71,5759745335844.14,,,,
Eun,M2,CZ11,cDXHP,0.0,244670473.35,144092116815.33,0.0,5697436123.83,5766891527037.17,,,,
Eun,M2,CZ12,cDXHP,0.0,27526222.32,98679197511.34,0.0,4166167448.68,5397226179135.94,,,,
Eun,M2,CZ13,cDXHP,0.0,6409687.64,148323559002.85,0.0,3170824375.84,5897456178669.37,,,,
Eun,M2,CZ14,cDXHP,0.0,31850987.84,135582539261.76,0.0,3245910311.85,5917081405561.88,,,,
Eun,M2,CZ15,cDXHP,0.0,777361.65,233959801508.4,0.0,214425981.43,7005451849534.67,,,,
Eun,M2,CZ16,cDXHP,0.0,433813301.21,82389987707.42,0.0,13489121149.93,5140066818516.2,,,,
Eun,M2,CZ01,cPTAC,0.0,0.0,27538166072.24,0.0,0.0,4287124766684.42,,,,
Eun,M2,CZ02,cPTAC,0.0,0.0,68011029567.38,0.0,0.0,5073655572130.43,,,,
Eun,M2,CZ03,cPTAC,0.0,0.0,59637802638.04,0.0,0.0,4915262326466.4,,,,
Eun,M2,CZ04,cPTAC,0.0,0.0,101102121358.88,0.0,0.0,5530531242567.85,,,,
Eun,M2,CZ05,cPTAC,0.0,0.0,67257001071.35,0.0,0.0,5036377460760.6,,,,
Eun,M2,CZ06,cPTAC,0.0,0.0,78980810704.99,0.0,0.0,5322429877487.08,,,,
Eun,M2,CZ07,cPTAC,0.0,0.0,67700403230.79,0.0,0.0,5327937590317.65,,,,
Eun,M2,CZ08,cPTAC,0.0,0.0,103517390015.95,0.0,0.0,5776865925165.14,,,,
Eun,M2,CZ09,cPTAC,0.0,0.0,114243035308.98,0.0,0.0,5862637234838.33,,,,
Eun,M2,CZ10,cPTAC,0.0,0.0,92670968649.51,0.0,0.0,5756804846087.22,,,,
Eun,M2,CZ11,cPTAC,0.0,0.0,143530830968.67,0.0,0.0,5766671081873.54,,,,
Eun,M2,CZ12,cPTAC,0.0,0.0,98097657477.89,0.0,0.0,5391830629347.23,,,,
Eun,M2,CZ13,cPTAC,0.0,0.0,147954427191.88,0.0,0.0,5895614958240.69,,,,
Eun,M2,CZ14,cPTAC,0.0,0.0,134942430577.19,0.0,0.0,5913313144872.36,,,,
Eun,M2,CZ15,cPTAC,0.0,0.0,233840195190.21,0.0,0.0,7005543286801.08,,,,
Eun,M2,CZ16,cPTAC,0.0,0.0,82159638659.18,0.0,0.0,5115888786263.91,,,,
Eun,M2,CZ01,cPVVG,436924328.88,0.0,9097897379.48,49688403228.01,0.0,1852397473118.67,,,,
Eun,M2,CZ02,cPVVG,1767619198.64,0.0,21626741925.99,39906083228.5,0.0,2127610160569.95,,,,
Eun,M2,CZ03,cPVVG,272150057.38,0.0,19823151312.85,18669766356.46,0.0,2078876203882.77,,,,
Eun,M2,CZ04,cPVVG,2726379808.37,0.0,31902765948.42,33994615651.08,0.0,2301547431356.49,,,,
Eun,M2,CZ05,cPVVG,169849360.74,0.0,23020159019.27,14488315622.36,0.0,2131261777333.37,,,,
Eun,M2,CZ06,cPVVG,0.0,0.0,27507258250.9,1871622207.06,0.0,2249987516100.59,,,,
Eun,M2,CZ07,cPVVG,0.0,0.0,23087516718.9,771634106.8,0.0,2241048440436.34,,,,
Eun,M2,CZ08,cPVVG,0.0,0.0,33779252166.63,2696394166.02,0.0,2402290900154.75,,,,
Eun,M2,CZ09,cPVVG,6874334.62,0.0,37682789352.63,6260657135.83,0.0,2428626127810.44,,,,
Eun,M2,CZ10,cPVVG,5947784.43,0.0,28932961360.03,3876438878.14,0.0,2394552974172.09,,,,
Eun,M2,CZ11,cPVVG,4974175543.05,0.0,44685561722.17,46409875331.85,0.0,2385943539446.38,,,,
Eun,M2,CZ12,cPVVG,931188326.33,0.0,30202996641.84,31273190513.09,0.0,2247241547772.85,,,,
Eun,M2,CZ13,cPVVG,197458054.08,0.0,43547636408.79,23320046681.62,0.0,2432663775875.2,,,,
Eun,M2,CZ14,cPVVG,859002421.75,0.0,41072108554.04,25343223971.58,0.0,2444383176130.53,,,,
Eun,M2,CZ15,cPVVG,22403116.47,0.0,70579301847.0,1675359892.45,0.0,2878471599426.63,,,,
Eun,M2,CZ16,cPVVG,8116902462.76,0.0,24998886781.39,103246454548.45,0.0,2110446195447.33,,,,
Eun,M3,CZ01,cDXGF,89429396305.02,0.0,3628299905685.04,89429396305.02,0.0,3653427213661.38,,,,
Eun,M3,CZ02,cDXGF,74897656571.8,0.0,4354167963296.33,74897656571.8,0.0,4354277029315.6,,,,
Eun,M3,CZ03,cDXGF,37386686722.35,0.0,4220335376447.8,37386686722.35,0.0,4221366095792.13,,,,
Eun,M3,CZ04,cDXGF,66363864165.34,0.0,4802233036083.76,66363864165.34,0.0,4803775256696.57,,,,
Eun,M3,CZ05,cDXGF,30992322417.74,0.0,4308883916864.83,30992322417.74,0.0,4326453028831.29,,,,
Eun,M3,CZ06,cDXGF,5182434847.42,0.0,4577709969319.92,5182434847.42,0.0,4668629953976.33,,,,
Eun,M3,CZ07,cDXGF,2458556330.46,0.0,4621020083200.37,2458556330.46,0.0,4663982974478.27,,,,
Eun,M3,CZ08,cDXGF,7589312772.18,0.0,5061485344419.08,7589312772.18,0.0,5066293471552.87,,,,
Eun,M3,CZ09,cDXGF,15077277075.67,0.0,5119083603596.8,15077277075.67,0.0,5119465704711.54,,,,
Eun,M3,CZ10,cDXGF,9170122899.15,0.0,5063566061001.75,9170122899.15,0.0,5063566061001.75,,,,
Eun,M3,CZ11,cDXGF,92633474187.49,0.0,5027732058176.54,92633474187.49,0.0,5027732058176.54,,,,
Eun,M3,CZ12,cDXGF,61463687992.71,0.0,4689114827636.26,61463687992.71,0.0,4689114827636.26,,,,
Eun,M3,CZ13,cDXGF,47445668866.29,0.0,5175533011139.61,47445668866.29,0.0,5175533011139.61,,,,
Eun,M3,CZ14,cDXGF,52864072448.71,0.0,5151047434638.86,52864072448.71,0.0,5151387485461.29,,,,
Eun,M3,CZ15,cDXGF,4182208486.35,0.0,6326677254674.25,4182208486.35,0.0,6326677254674.25,,,,
Eun,M3,CZ16,cDXGF,185222573299.71,0.0,4207504882500.4,185222573299.71,0.0,4226973773595.63,,,,
Eun,M3,CZ01,cDXHP,0.0,23042446015.78,3639789995482.75,0.0,23042446015.78,3639789995482.75,,,,
Eun,M3,CZ02,cDXHP,0.0,19756396800.42,4351311733426.84,0.0,19756396800.42,4351311733426.84,,,,
Eun,M3,CZ03,cDXHP,0.0,9257767300.2,4217735607738.74,0.0,9257767300.2,4217735607738.74,,,,
Eun,M3,CZ04,cDXHP,0.0,17836332331.4,4805586368580.45,0.0,17836332331.4,4805586368580.45,,,,
Eun,M3,CZ05,cDXHP,0.0,7886986780.04,4320050675601.11,0.0,7886986780.04,4320050675601.11,,,,
Eun,M3,CZ06,cDXHP,0.0,1252328888.62,4668095017369.55,0.0,1252328888.62,4671633515247.16,,,,
Eun,M3,CZ07,cDXHP,0.0,593148043.56,4665744205523.3,0.0,593148043.56,4667166065371.77,,,,
Eun,M3,CZ08,cDXHP,0.0,1868091983.52,5069217385241.37,0.0,1868091983.52,5069217385241.37,,,,
Eun,M3,CZ09,cDXHP,0.0,3782330823.9,5120649886753.89,0.0,3782330823.9,5120649886753.89,,,,
Eun,M3,CZ10,cDXHP,0.0,2339671671.46,5064280754970.69,0.0,2339671671.46,5064280754970.69,,,,
Eun,M3,CZ11,cDXHP,0.0,24547098795.32,5032702306970.38,0.0,24547098795.32,5032702306970.38,,,,
Eun,M3,CZ12,cDXHP,0.0,16053566772.36,4692678818517.15,0.0,16053566772.36,4692678818517.15,,,,
Eun,M3,CZ13,cDXHP,0.0,12268380754.64,5180880378295.8,0.0,12268380754.64,5180880378295.8,,,,
Eun,M3,CZ14,cDXHP,0.0,15268103906.74,5159789710832.99,0.0,15268103906.74,5159789710832.99,,,,
Eun,M3,CZ15,cDXHP,0.0,1084026570.7,6327615579574.38,0.0,1084026570.7,6327615579574.38,,,,
Eun,M3,CZ16,cDXHP,0.0,54210084485.97,4206508493061.19,0.0,54210084485.97,4206508493061.19,,,,
Eun,M3,CZ01,cPTAC,0.0,0.0,3626525538811.31,0.0,0.0,3651652756549.52,,,,
Eun,M3,CZ02,cPTAC,0.0,0.0,4353527879435.87,0.0,0.0,4353636945455.14,,,,
Eun,M3,CZ03,cPTAC,0.0,0.0,4219463965706.98,0.0,0.0,4220494684005.47,,,,
Eun,M3,CZ04,cPTAC,0.0,0.0,4801987093313.6,0.0,0.0,4803529304868.4,,,,
Eun,M3,CZ05,cPTAC,0.0,0.0,4310108929070.1,0.0,0.0,4327678033536.38,,,,
Eun,M3,CZ06,cPTAC,0.0,0.0,4577593719972.71,0.0,0.0,4668431113520.0,,,,
Eun,M3,CZ07,cPTAC,0.0,0.0,4620910646680.59,0.0,0.0,4663873533479.66,,,,
Eun,M3,CZ08,cPTAC,0.0,0.0,5061168871169.97,0.0,0.0,5065976998262.07,,,,
Eun,M3,CZ09,cPTAC,0.0,0.0,5118799212182.96,0.0,0.0,5119181313297.69,,,,
Eun,M3,CZ10,cPTAC,0.0,0.0,5063220567663.02,0.0,0.0,5063220567663.02,,,,
Eun,M3,CZ11,cPTAC,0.0,0.0,5027561380155.34,0.0,0.0,5027561380155.34,,,,
Eun,M3,CZ12,cPTAC,0.0,0.0,4688639792427.71,0.0,0.0,4688639792427.71,,,,
Eun,M3,CZ13,cPTAC,0.0,0.0,5173618522023.83,0.0,0.0,5173618522023.83,,,,
Eun,M3,CZ14,cPTAC,0.0,0.0,5149606805911.77,0.0,0.0,5149946856734.2,,,,
Eun,M3,CZ15,cPTAC,0.0,0.0,6326480331316.71,0.0,0.0,6326480331316.71,,,,
Eun,M3,CZ16,cPTAC,0.0,0.0,4205374232127.55,0.0,0.0,4225073502033.73,,,,
Eun,M3,CZ01,cPVVG,1115429403.14,0.0,8388336065.38,92279469644.86,0.0,1781588652670.79,,,,
Eun,M3,CZ02,cPVVG,4541582644.72,0.0,19821080356.71,77485514804.18,0.0,2058747516248.51,,,,
Eun,M3,CZ03,cPVVG,785000682.65,0.0,17954851296.99,38706462326.32,0.0,2006310325319.28,,,,
Eun,M3,CZ04,cPVVG,6248942028.22,0.0,29055927194.86,68764714756.24,0.0,2240953119010.53,,,,
Eun,M3,CZ05,cPVVG,1306744627.84,0.0,20884035463.77,32086611951.86,0.0,2051361678922.32,,,,
Eun,M3,CZ06,cPVVG,0.0,0.0,25048076305.75,5384225467.14,0.0,2178008336098.82,,,,
Eun,M3,CZ07,cPVVG,0.0,0.0,20832383494.46,2554814467.26,0.0,2171600900432.59,,,,
Eun,M3,CZ08,cPVVG,0.0,0.0,30330631877.71,7881314601.89,0.0,2336794168551.49,,,,
Eun,M3,CZ09,cPVVG,25123515.53,0.0,33667133639.5,15664947117.29,0.0,2363172215284.72,,,,
Eun,M3,CZ10,cPVVG,22778400.9,0.0,25859611770.6,9521457670.68,0.0,2340568772970.72,,,,
Eun,M3,CZ11,cPVVG,12346041016.35,0.0,39383961594.9,95980852584.8,0.0,2332440985867.42,,,,
Eun,M3,CZ12,cPVVG,2707651785.27,0.0,27300207699.11,63595365837.77,0.0,2190148101321.98,,,,
Eun,M3,CZ13,cPVVG,743447518.25,0.0,38408865771.54,49147678039.03,0.0,2381687914695.6,,,,
Eun,M3,CZ14,cPVVG,2295707609.32,0.0,35231282861.41,54917569070.98,0.0,2385354479731.58,,,,
Eun,M3,CZ15,cPVVG,104680168.88,0.0,61127875870.09,4345993808.07,0.0,2848496145495.97,,,,
Eun,M3,CZ16,cPVVG,19665434745.23,0.0,21489636485.17,193066077496.03,0.0,2009169525603.29,,,,
Eun,M4,CZ01,cDXGF,8180997227.51,0.0,4896557621.28,1530565919954.18,0.0,1388561694489.19,,,,
Eun,M4,CZ02,cDXGF,18870666690.79,0.0,43517875212.17,1092351510924.95,0.0,2816122500944.35,,,,
Eun,M4,CZ03,cDXGF,2020424771.96,0.0,25157673704.88,583506925248.85,0.0,2482757236864.27,,,,
Eun,M4,CZ04,cDXGF,16348046400.71,0.0,85282178828.27,968985544404.69,0.0,3725057474479.24,,,,
Eun,M4,CZ05,cDXGF,3199190392.92,0.0,31119124881.27,627262274003.03,0.0,2657562900544.16,,,,
Eun,M4,CZ06,cDXGF,0.0,0.0,37198330933.17,137596833826.59,0.0,3631457808368.03,,,,
Eun,M4,CZ07,cDXGF,0.0,0.0,28926443955.74,104453412929.54,0.0,3645854337588.65,,,,
Eun,M4,CZ08,cDXGF,0.0,0.0,64313317054.92,203713075449.93,0.0,4417170158484.21,,,,
Eun,M4,CZ09,cDXGF,175205837.13,0.0,76927989250.3,259064773109.23,0.0,4443396887977.06,,,,
Eun,M4,CZ10,cDXGF,165665593.43,0.0,72391798091.49,282998619098.01,0.0,4552293374171.93,,,,
Eun,M4,CZ11,cDXGF,41423860320.39,0.0,146285629329.51,980913318544.9,0.0,4512281479780.53,,,,
Eun,M4,CZ12,cDXGF,11474836719.22,0.0,79561084434.07,936830107857.49,0.0,3614804283680.59,,,,
Eun,M4,CZ13,cDXGF,6515725965.5,0.0,153747124016.73,740635190105.24,0.0,4697047544510.84,,,,
Eun,M4,CZ14,cDXGF,14008389778.79,0.0,129944452723.51,872744229731.39,0.0,4659588969732.71,,,,
Eun,M4,CZ15,cDXGF,615825372.87,0.0,292106300973.4,122680561671.12,0.0,7374630523418.48,,,,
Eun,M4,CZ16,cDXGF,88584613731.82,0.0,41998654334.23,1588454215148.94,0.0,2667762014393.74,,,,
Eun,M4,CZ01,cDXHP,0.0,2242767308.48,4998240660.2,0.0,389788557871.1,1363342810787.43,,,,
