Building Type,Climate Zone,System Type,Heating Gas Energy,Heating Electricity Energy,Cooling Energy,Heating Gas Total Energy,Heating Electricity Total Energy,Cooling Total Energy
RtS,CZ01,cDXGF,35775987973.85,0.0,30269327898.86,35775987973.85,0.0,30269327898.86
RtS,CZ01,cDXHP,0.0,8841810208.8,33209605397.26,0.0,9060740672.67,33209605397.26
RtS,CZ01,cPTAC,0.0,0.0,26825896616.04,0.0,0.0,26825896616.04
RtS,CZ01,cPVVG,0.0,0.0,0.0,35825289760.32,0.0,29916046120.03
RtS,CZ02,cDXGF,32469973256.01,0.0,65354932487.07,32469973256.01,0.0,65354932487.07
RtS,CZ02,cDXHP,0.0,8078119714.33,67341068655.13,0.0,8401941141.77,67341068655.13
RtS,CZ02,cPTAC,0.0,0.0,62583505444.83,0.0,0.0,62583505444.83
RtS,CZ02,cPVVG,382774112.15,0.0,979033.46,32710354595.65,0.0,64650123448.1
RtS,CZ03,cDXGF,18188839288.22,0.0,56699487291.43,18188839288.22,0.0,56699487291.43
RtS,CZ03,cDXHP,0.0,4280137033.11,59033815740.43,0.0,4333950934.41,59033815740.43
RtS,CZ03,cPTAC,0.0,0.0,54794410469.63,0.0,0.0,54794410469.63
RtS,CZ03,cPVVG,29791856.16,0.0,0.0,18332226731.78,0.0,56029715720.98
RtS,CZ04,cDXGF,25306543057.38,0.0,87878361697.8,25306543057.38,0.0,88335749431.46
RtS,CZ04,cDXHP,0.0,6409123543.65,89188596083.76,0.0,6724802971.78,89188596083.76
RtS,CZ04,cPTAC,0.0,0.0,85068314110.01,0.0,0.0,85525701765.06
RtS,CZ04,cPVVG,324294864.29,0.0,24930887.29,25561923959.05,0.0,87581033323.25
RtS,CZ05,cDXGF,15080573198.62,0.0,58711790726.0,15080573198.62,0.0,58914721208.72
RtS,CZ05,cDXHP,0.0,3603950302.74,61139971668.83,0.0,3675255869.04,61139971668.83
RtS,CZ05,cPTAC,0.0,0.0,56759706664.17,0.0,0.0,56962635395.99
RtS,CZ05,cPVVG,46786307.07,0.0,0.0,15192480869.29,0.0,58217409916.39
RtS,CZ06,cDXGF,4158454974.31,0.0,84367156899.75,4158454974.31,0.0,84750268026.77
RtS,CZ06,cDXHP,0.0,948889336.94,86140104245.16,0.0,948889336.94,86200799909.25
RtS,CZ06,cPTAC,0.0,0.0,83772200120.81,0.0,0.0,84155311247.83
RtS,CZ06,cPVVG,0.0,0.0,0.0,4232866621.11,0.0,83941243815.96
