Building Type,Climate Zone,System Type,Heating Gas Energy,Heating Electricity Energy,Cooling Energy,Heating Gas Total Energy,Heating Electricity Total Energy,Cooling Total Energy
Ese,CZ01,cDXGF,9598078685.37,0.0,129972732362.53,9598078685.37,0.0,130055649537.77
Ese,CZ01,cDXHP,0.0,2859235238.06,146640985633.44,0.0,3041584916.79,146640985633.44
Ese,CZ01,cPTAC,0.0,0.0,125474376926.06,0.0,0.0,125557294101.31
Ese,CZ01,cPVVG,5629421320.26,0.0,705093911.0,208832520112.48,0.0,189615206341.38
Ese,CZ02,cDXGF,12114841612.68,0.0,211901486690.61,12114841612.68,0.0,212045494177.73
Ese,CZ02,cDXHP,0.0,3776983592.19,220027093822.94,0.0,3806716637.33,220027093822.94
Ese,CZ02,cPTAC,0.0,0.0,207350848249.14,0.0,0.0,207494855736.27
Ese,CZ02,cPVVG,17289192644.26,0.0,4177007929.79,208870925810.65,0.0,447976386397.14
Ese,CZ03,cDXGF,4452993533.85,0.0,192012492979.27,4452993533.85,0.0,192029190153.67
Ese,CZ03,cDXHP,0.0,1148336229.63,203486472921.79,0.0,1148336229.63,203486472921.79
Ese,CZ03,cPTAC,0.0,0.0,189848950308.37,0.0,0.0,189865647482.76
Ese,CZ03,cPVVG,2593463561.73,0.0,2816988138.47,118898719406.22,0.0,360147997849.76
Ese,CZ04,cDXGF,9204177265.31,0.0,252875896222.44,9204177265.31,0.0,254632595784.32
Ese,CZ04,cDXHP,0.0,2895783467.74,261001789169.79,0.0,2895783467.74,261114734415.73
Ese,CZ04,cPTAC,0.0,0.0,249140850095.27,0.0,0.0,250897549928.61
Ese,CZ04,cPVVG,13539321990.03,0.0,7886277958.42,178501637970.73,0.0,597882902659.92
Ese,CZ05,cDXGF,3816630708.6,0.0,197175958794.96,3816630708.6,0.0,197403938827.4
Ese,CZ05,cDXHP,0.0,1089418193.57,210979160490.96,0.0,1089418193.57,210979160490.96
Ese,CZ05,cPTAC,0.0,0.0,195222549980.09,0.0,0.0,195450530627.13
Ese,CZ05,cPVVG,2556949993.61,0.0,3404818467.07,120684902986.4,0.0,388605689423.82
Ese,CZ06,cDXGF,546572793.91,0.0,247197306411.3,546572793.91,0.0,249409764765.6
Ese,CZ06,cDXHP,0.0,130510644.61,260913926287.61,0.0,130510644.61,260984054001.7
Ese,CZ06,cPTAC,0.0,0.0,246818839769.6,0.0,0.0,249031297736.36
Ese,CZ06,cPVVG,0.0,0.0,4904701946.98,37307320429.74,0.0,571691575319.44
Ese,CZ07,cDXGF,451428925.92,0.0,247453918358.2,451428925.92,0.0,248722559730.92
Ese,CZ07,cDXHP,0.0,107491079.09,258134592304.58,0.0,107491079.09,258302529121.62
Ese,CZ07,cPTAC,0.0,0.0,247075115337.62,0.0,0.0,248343756710.34
Ese,CZ07,cPVVG,0.0,0.0,4574489063.19,36652308785.27,0.0,572976541820.82
Ese,CZ08,cDXGF,886201269.82,0.0,299415779425.91,886201269.82,0.0,300792516807.94
Ese,CZ08,cDXHP,0.0,220528638.21,304776217762.86,0.0,220528638.21,305445124576.31
Ese,CZ08,cPTAC,0.0,0.0,298760105201.08,0.0,0.0,300136842585.85
Ese,CZ08,cPVVG,71921920.55,0.0,8137301242.79,49599187857.81,0.0,711760310741.89
Ese,CZ09,cDXGF,1806688548.76,0.0,296666642608.09,1806688548.76,0.0,297408009401.57
Ese,CZ09,cDXHP,0.0,459901589.33,300302731255.7,0.0,459901589.33,300594212209.94
Ese,CZ09,cPTAC,0.0,0.0,295689892892.59,0.0,0.0,296431259686.08
Ese,CZ09,cPVVG,1280677840.86,0.0,9319340103.51,62219215211.73,0.0,698158332422.16
Ese,CZ10,cDXGF,2261312929.46,0.0,304437212522.78,2261312929.46,0.0,304890368571.72
Ese,CZ10,cDXHP,0.0,596284206.18,305772533051.03,0.0,596284206.18,306106173123.98
Ese,CZ10,cPTAC,0.0,0.0,303137124455.4,0.0,0.0,303590280609.68
Ese,CZ10,cPVVG,2994239190.02,0.0,8750866184.36,79257217001.21,0.0,758498499894.73
Ese,CZ11,cDXGF,13773616116.82,0.0,294690979993.13,13773616116.82,0.0,295310813993.26
Ese,CZ11,cDXHP,0.0,4000068669.25,298931351945.68,0.0,4000068669.25,298931351945.68
Ese,CZ11,cPTAC,0.0,0.0,290727795806.03,0.0,0.0,291347629903.53
Ese,CZ11,cPVVG,19699382129.22,0.0,14280660330.27,183994579430.38,0.0,732197614399.89
Ese,CZ12,cDXGF,10123949562.02,0.0,257320525081.2,10123949562.02,0.0,257376472461.67
Ese,CZ12,cDXHP,0.0,2939389674.84,263665433390.7,0.0,2939389674.84,263665433390.7
Ese,CZ12,cPTAC,0.0,0.0,253492080095.22,0.0,0.0,253548027475.69
Ese,CZ12,cPVVG,14390859659.58,0.0,7872432985.39,172075924665.31,0.0,598412663803.03
Ese,CZ13,cDXGF,7264908469.26,0.0,314359848965.12,7264908469.26,0.0,314485822729.86
Ese,CZ13,cDXHP,0.0,2014004090.64,317727510752.62,0.0,2014004090.64,317727510752.62
Ese,CZ13,cPTAC,0.0,0.0,311270888835.9,0.0,0.0,311396862600.65
Ese,CZ13,cPVVG,10434914684.84,0.0,14928852007.43,133820428717.94,0.0,784584864179.98
Ese,CZ14,cDXGF,5536747519.32,0.0,286708880581.52,5536747519.32,0.0,287621663976.69
Ese,CZ14,cDXHP,0.0,1972060053.49,292283628633.72,0.0,1972060053.49,292283628633.72
Ese,CZ14,cPTAC,0.0,0.0,283859343747.57,0.0,0.0,284772127142.74
Ese,CZ14,cPVVG,8552057336.01,0.0,11195316882.25,123342044298.38,0.0,706117436124.91
Ese,CZ15,cDXGF,137514536.33,0.0,442680494252.61,137514536.33,0.0,448019347243.26
Ese,CZ15,cDXHP,0.0,36102507.21,442845399086.11,0.0,36102507.21,448075079506.68
Ese,CZ15,cPTAC,0.0,0.0,442427526677.82,0.0,0.0,447766379668.47
Ese,CZ15,cPVVG,181015823.39,0.0,29217874730.86,19259268573.42,0.0,1228747055018.5
Ese,CZ16,cDXGF,28014474686.97,0.0,178336694087.61,28014474686.97,0.0,178336694087.61
Ese,CZ16,cDXHP,0.0,10183011318.2,189290004309.62,0.0,10222389766.8,189290004309.62
Ese,CZ16,cPTAC,0.0,0.0,171976202890.12,0.0,0.0,171976202890.12
Ese,CZ16,cPVVG,49676678774.95,0.0,4365866825.37,282396011716.45,0.0,358836031816.96
