Building Type,Measure,System Type,Run Type,Climate Zone,Average Temperature,Average Electric Energy
Htl,M5,cPVVG,Base,CZ01,18.805000000000003,299647785.2054334
Htl,M5,cPVVG,Measure,CZ01,18.805000000000003,286951673.830613
Htl,M1,cDXGF,Base,CZ02,29.647222222222226,441953041.39110214
Htl,M1,cDXGF,Measure,CZ02,29.647222222222226,446263072.04090923
Htl,M1,cDXHP,Base,CZ02,29.647222222222226,445942131.599162
Htl,M1,cDXHP,Measure,CZ02,29.647222222222226,450484808.3984497
Htl,M1,cPTAC,Base,CZ02,29.647222222222226,441917602.67643714
Htl,M1,cPTAC,Measure,CZ02,29.647222222222226,446262402.7716285
Htl,M1,cPVVG,Base,CZ02,29.647222222222226,425011060.7911476
Htl,M1,cPVVG,Measure,CZ02,29.647222222222226,432503386.54063743
Htl,M2,cDXGF,Base,CZ02,29.647222222222226,404933704.59380585
Htl,M2,cDXGF,Measure,CZ02,29.647222222222226,401282954.5588904
Htl,M2,cDXHP,Base,CZ02,29.647222222222226,404291822.19029516
Htl,M2,cDXHP,Measure,CZ02,29.647222222222226,400584651.719083
Htl,M2,cPTAC,Base,CZ02,29.647222222222226,404932089.4047192
Htl,M2,cPTAC,Measure,CZ02,29.647222222222226,401283663.0132576
Htl,M2,cPVVG,Base,CZ02,29.647222222222226,384044783.07059383
Htl,M2,cPVVG,Measure,CZ02,29.647222222222226,382462371.8665634
Htl,M3,cDXGF,Base,CZ02,29.647222222222226,394341525.5134379
Htl,M3,cDXGF,Measure,CZ02,29.647222222222226,372465888.0619288
Htl,M3,cDXHP,Base,CZ02,29.647222222222226,392163640.72456825
Htl,M3,cDXHP,Measure,CZ02,29.647222222222226,370142419.08048517
Htl,M3,cPTAC,Base,CZ02,29.647222222222226,394338557.782645
Htl,M3,cPTAC,Measure,CZ02,29.647222222222226,372468988.85162336
Htl,M3,cPVVG,Base,CZ02,29.647222222222226,391457513.46837395
Htl,M3,cPVVG,Measure,CZ02,29.647222222222226,369729490.3857831
Htl,M4,cDXGF,Base,CZ02,29.647222222222226,416917575.1488877
Htl,M4,cDXGF,Measure,CZ02,29.647222222222226,422551932.6395766
Htl,M4,cDXHP,Base,CZ02,29.647222222222226,416076730.2108215
Htl,M4,cDXHP,Measure,CZ02,29.647222222222226,421705118.66672844
Htl,M4,cPTAC,Base,CZ02,29.647222222222226,416877086.9358596
Htl,M4,cPTAC,Measure,CZ02,29.647222222222226,422548437.13854814
Htl,M4,cPVVG,Base,CZ02,29.647222222222226,396050910.7416094
Htl,M4,cPVVG,Measure,CZ02,29.647222222222226,405358523.5228989
Htl,M5,cDXGF,Base,CZ02,29.647222222222226,422800204.81832093
Htl,M5,cDXGF,Measure,CZ02,29.647222222222226,397853348.5012449
Htl,M5,cDXHP,Base,CZ02,29.647222222222226,421399972.2491452
Htl,M5,cDXHP,Measure,CZ02,29.647222222222226,396119066.2399636
Htl,M5,cPTAC,Base,CZ02,29.647222222222226,422799223.44426054
Htl,M5,cPTAC,Measure,CZ02,29.647222222222226,397854019.1441262
Htl,M5,cPVVG,Base,CZ02,29.647222222222226,419934664.9035276
Htl,M5,cPVVG,Measure,CZ02,29.647222222222226,395155852.8720165
Htl,M1,cDXGF,Base,CZ03,24.846666666666668,374293610.4341163
Htl,M1,cDXGF,Measure,CZ03,24.846666666666668,378907865.8090189
Htl,M1,cDXHP,Base,CZ03,24.846666666666668,374584863.0133581
Htl,M1,cDXHP,Measure,CZ03,24.846666666666668,379136465.78624594
Htl,M1,cPTAC,Base,CZ03,24.846666666666668,374238442.1589411
Htl,M1,cPTAC,Measure,CZ03,24.846666666666668,378909825.39339006
Htl,M1,cPVVG,Base,CZ03,24.846666666666668,354902288.1399587
Htl,M1,cPVVG,Measure,CZ03,24.846666666666668,362622279.2502574
Htl,M2,cDXGF,Base,CZ03,24.846666666666668,388158064.32258236
Htl,M2,cDXGF,Measure,CZ03,24.846666666666668,384965856.6278668
Htl,M2,cDXHP,Base,CZ03,24.846666666666668,387402512.9472519
Htl,M2,cDXHP,Measure,CZ03,24.846666666666668,384130406.3130014
Htl,M2,cPTAC,Base,CZ03,24.846666666666668,388157389.7556414
Htl,M2,cPTAC,Measure,CZ03,24.846666666666668,384966082.95657367
Htl,M2,cPVVG,Base,CZ03,24.846666666666668,369278813.3556995
Htl,M2,cPVVG,Measure,CZ03,24.846666666666668,367827195.5758539
Htl,M3,cDXGF,Base,CZ03,24.846666666666668,375186480.8701929
Htl,M3,cDXGF,Measure,CZ03,24.846666666666668,355444893.2892207
Htl,M3,cDXHP,Base,CZ03,24.846666666666668,370690207.6740147
Htl,M3,cDXHP,Measure,CZ03,24.846666666666668,350812371.3204037
Htl,M3,cPTAC,Base,CZ03,24.846666666666668,375189179.64600486
Htl,M3,cPTAC,Measure,CZ03,24.846666666666668,355447341.9836188
Htl,M3,cPVVG,Base,CZ03,24.846666666666668,372475072.37980855
Htl,M3,cPVVG,Measure,CZ03,24.846666666666668,352860906.1437052
Htl,M4,cDXGF,Base,CZ03,24.846666666666668,368460674.537344
Htl,M4,cDXGF,Measure,CZ03,24.846666666666668,373502429.5824116
Htl,M4,cDXHP,Base,CZ03,24.846666666666668,367493570.717465
Htl,M4,cDXHP,Measure,CZ03,24.846666666666668,372349734.14386976
Htl,M4,cPTAC,Base,CZ03,24.846666666666668,368386385.0812547
Htl,M4,cPTAC,Measure,CZ03,24.846666666666668,373495628.1546366
Htl,M4,cPVVG,Base,CZ03,24.846666666666668,345840425.06494176
Htl,M4,cPVVG,Measure,CZ03,24.846666666666668,354216041.90856254
Htl,M5,cDXGF,Base,CZ03,24.846666666666668,377398800.56552196
Htl,M5,cDXGF,Measure,CZ03,24.846666666666668,357621260.91462684
Htl,M5,cDXHP,Base,CZ03,24.846666666666668,375695288.05846894
Htl,M5,cDXHP,Measure,CZ03,24.846666666666668,355300751.2521824
Htl,M5,cPTAC,Base,CZ03,24.846666666666668,377396787.69589067
Htl,M5,cPTAC,Measure,CZ03,24.846666666666668,357621004.5711252
Htl,M5,cPVVG,Base,CZ03,24.846666666666668,374657185.29547304
Htl,M5,cPVVG,Measure,CZ03,24.846666666666668,355018146.28887993
Htl,M1,cDXGF,Base,CZ04,35.86611111111111,567457106.3140427
Htl,M1,cDXGF,Measure,CZ04,35.86611111111111,569545627.5324559
Htl,M1,cDXHP,Base,CZ04,35.86611111111111,573150229.7104192
Htl,M1,cDXHP,Measure,CZ04,35.86611111111111,575472873.8829906
Htl,M1,cPTAC,Base,CZ04,35.86611111111111,567455851.5434428
Htl,M1,cPTAC,Measure,CZ04,35.86611111111111,569546379.9015521
Htl,M1,cPVVG,Base,CZ04,35.86611111111111,561946828.8623313
Htl,M1,cPVVG,Measure,CZ04,35.86611111111111,565799467.8880436
Htl,M2,cDXGF,Base,CZ04,35.86611111111111,457037845.9832269
Htl,M2,cDXGF,Measure,CZ04,35.86611111111111,452901000.6276224
Htl,M2,cDXHP,Base,CZ04,35.86611111111111,456596077.40932053
Htl,M2,cDXHP,Measure,CZ04,35.86611111111111,452428773.32655996
Htl,M2,cPTAC,Base,CZ04,35.86611111111111,457038227.0142984
Htl,M2,cPTAC,Measure,CZ04,35.86611111111111,452902856.33351296
Htl,M2,cPVVG,Base,CZ04,35.86611111111111,436619999.30932593
Htl,M2,cPVVG,Measure,CZ04,35.86611111111111,434803941.19172186
Htl,M3,cDXGF,Base,CZ04,35.86611111111111,456654298.8212572
Htl,M3,cDXGF,Measure,CZ04,35.86611111111111,429121327.061884
Htl,M3,cDXHP,Base,CZ04,35.86611111111111,455620782.00866693
Htl,M3,cDXHP,Measure,CZ04,35.86611111111111,427949284.31568366
Htl,M3,cPTAC,Base,CZ04,35.86611111111111,456652651.95899475
Htl,M3,cPTAC,Measure,CZ04,35.86611111111111,429119883.30867124
Htl,M3,cPVVG,Base,CZ04,35.86611111111111,453623147.0539857
Htl,M3,cPVVG,Measure,CZ04,35.86611111111111,426259721.8231831
Htl,M4,cDXGF,Base,CZ04,35.86611111111111,520001821.8062042
Htl,M4,cDXGF,Measure,CZ04,35.86611111111111,523719028.033472
Htl,M4,cDXHP,Base,CZ04,35.86611111111111,520198257.6722112
Htl,M4,cDXHP,Measure,CZ04,35.86611111111111,523950525.89438576
Htl,M4,cPTAC,Base,CZ04,35.86611111111111,519998046.2003585
Htl,M4,cPTAC,Measure,CZ04,35.86611111111111,523720425.8346401
Htl,M4,cPVVG,Base,CZ04,35.86611111111111,506209804.19064003
Htl,M4,cPVVG,Measure,CZ04,35.86611111111111,513018267.6559696
Htl,M5,cDXGF,Base,CZ04,35.86611111111111,504456149.8173105
Htl,M5,cDXGF,Measure,CZ04,35.86611111111111,472502787.36376876
Htl,M5,cDXHP,Base,CZ04,35.86611111111111,502474934.1140334
Htl,M5,cDXHP,Measure,CZ04,35.86611111111111,470506376.3595396
Htl,M5,cPTAC,Base,CZ04,35.86611111111111,504456149.8172575
Htl,M5,cPTAC,Measure,CZ04,35.86611111111111,472502787.3722387
Htl,M5,cPVVG,Base,CZ04,35.86611111111111,501583809.76406825
Htl,M5,cPVVG,Measure,CZ04,35.86611111111111,469815581.5728162
Htl,M1,cDXGF,Base,CZ05,22.37611111111111,331171620.92026716
Htl,M1,cDXGF,Measure,CZ05,22.37611111111111,335984931.26626605
Htl,M1,cDXHP,Base,CZ05,22.37611111111111,330812007.8004408
Htl,M1,cDXHP,Measure,CZ05,22.37611111111111,335682605.69777757
Htl,M1,cPTAC,Base,CZ05,22.37611111111111,330202161.76170313
Htl,M1,cPTAC,Measure,CZ05,22.37611111111111,335286110.026635
Htl,M1,cPVVG,Base,CZ05,22.37611111111111,309190188.58358353
Htl,M1,cPVVG,Measure,CZ05,22.37611111111111,317156159.81139123
Htl,M2,cDXGF,Base,CZ05,22.37611111111111,370187912.8853283
Htl,M2,cDXGF,Measure,CZ05,22.37611111111111,366961109.8548256
Htl,M2,cDXHP,Base,CZ05,22.37611111111111,369281461.80253214
Htl,M2,cDXHP,Measure,CZ05,22.37611111111111,365972279.4245388
Htl,M2,cPTAC,Base,CZ05,22.37611111111111,370191127.4198073
Htl,M2,cPTAC,Measure,CZ05,22.37611111111111,366962057.9631761
Htl,M2,cPVVG,Base,CZ05,22.37611111111111,350484541.6286459
Htl,M2,cPVVG,Measure,CZ05,22.37611111111111,349000815.19954264
Htl,M3,cDXGF,Base,CZ05,22.37611111111111,351464873.67525685
Htl,M3,cDXGF,Measure,CZ05,22.37611111111111,333586035.7623013
Htl,M3,cDXHP,Base,CZ05,22.37611111111111,346081715.748798
Htl,M3,cDXHP,Measure,CZ05,22.37611111111111,328110360.6504023
Htl,M3,cPTAC,Base,CZ05,22.37611111111111,351464768.96193606
Htl,M3,cPTAC,Measure,CZ05,22.37611111111111,333586062.2412714
Htl,M3,cPVVG,Base,CZ05,22.37611111111111,348718399.68172115
Htl,M3,cPVVG,Measure,CZ05,22.37611111111111,330967790.60579115
Htl,M4,cDXGF,Base,CZ05,22.37611111111111,332852037.5503697
Htl,M4,cDXGF,Measure,CZ05,22.37611111111111,338147602.5494554
Htl,M4,cDXHP,Base,CZ05,22.37611111111111,332716013.7586528
Htl,M4,cDXHP,Measure,CZ05,22.37611111111111,338108119.9866394
Htl,M4,cPTAC,Base,CZ05,22.37611111111111,332503126.54191196
Htl,M4,cPTAC,Measure,CZ05,22.37611111111111,338007042.9941999
Htl,M4,cPVVG,Base,CZ05,22.37611111111111,308149839.9669151
Htl,M4,cPVVG,Measure,CZ05,22.37611111111111,316485967.8052901
Htl,M5,cDXGF,Base,CZ05,22.37611111111111,339092826.1524914
Htl,M5,cDXGF,Measure,CZ05,22.37611111111111,322953023.19304115
Htl,M5,cDXHP,Base,CZ05,22.37611111111111,337470693.2993678
Htl,M5,cDXHP,Measure,CZ05,22.37611111111111,320681031.4952409
Htl,M5,cPTAC,Base,CZ05,22.37611111111111,339092346.68225735
Htl,M5,cPTAC,Measure,CZ05,22.37611111111111,322956450.31051916
Htl,M5,cPVVG,Base,CZ05,22.37611111111111,336348715.84224296
Htl,M5,cPVVG,Measure,CZ05,22.37611111111111,320338034.8515139
Htl,M1,cDXGF,Base,CZ06,24.253888888888888,366055587.51900315
Htl,M1,cDXGF,Measure,CZ06,24.253888888888888,368190098.9134638
Htl,M1,cDXHP,Base,CZ06,24.253888888888888,366615275.75187576
Htl,M1,cDXHP,Measure,CZ06,24.253888888888888,368752012.50211906
Htl,M1,cPTAC,Base,CZ06,24.253888888888888,366055411.1998438
Htl,M1,cPTAC,Measure,CZ06,24.253888888888888,368190130.1995411
Htl,M1,cPVVG,Base,CZ06,24.253888888888888,348052937.11543953
Htl,M1,cPVVG,Measure,CZ06,24.253888888888888,352728888.33607394
Htl,M2,cDXGF,Base,CZ06,24.253888888888888,378724225.6397844
Htl,M2,cDXGF,Measure,CZ06,24.253888888888888,375776500.3025408
Htl,M2,cDXHP,Base,CZ06,24.253888888888888,378164312.7118812
Htl,M2,cDXHP,Measure,CZ06,24.253888888888888,375128460.74195266
Htl,M2,cPTAC,Base,CZ06,24.253888888888888,378724225.6397847
Htl,M2,cPTAC,Measure,CZ06,24.253888888888888,375774988.03089327
Htl,M2,cPVVG,Base,CZ06,24.253888888888888,361976518.4415224
Htl,M2,cPVVG,Measure,CZ06,24.253888888888888,360618724.0957406
Htl,M3,cDXGF,Base,CZ06,24.253888888888888,371046576.559017
Htl,M3,cDXGF,Measure,CZ06,24.253888888888888,351508182.5524474
Htl,M3,cDXHP,Base,CZ06,24.253888888888888,366141673.9541959
Htl,M3,cDXHP,Measure,CZ06,24.253888888888888,346471115.64913833
Htl,M3,cPTAC,Base,CZ06,24.253888888888888,371048574.8470414
Htl,M3,cPTAC,Measure,CZ06,24.253888888888888,351509952.6195488
Htl,M3,cPVVG,Base,CZ06,24.253888888888888,368462848.1215647
Htl,M3,cPVVG,Measure,CZ06,24.253888888888888,349043270.88851243
Htl,M4,cDXGF,Base,CZ06,24.253888888888888,363644434.62335944
Htl,M4,cDXGF,Measure,CZ06,24.253888888888888,365860292.65702426
Htl,M4,cDXHP,Base,CZ06,24.253888888888888,363286440.43633354
Htl,M4,cDXHP,Measure,CZ06,24.253888888888888,365412968.99592215
Htl,M4,cPTAC,Base,CZ06,24.253888888888888,363644370.34027255
Htl,M4,cPTAC,Measure,CZ06,24.253888888888888,365860766.79095554
Htl,M4,cPVVG,Base,CZ06,24.253888888888888,344123051.6262421
Htl,M4,cPVVG,Measure,CZ06,24.253888888888888,348837933.9598436
Htl,M5,cDXGF,Base,CZ06,24.253888888888888,367663844.0397963
Htl,M5,cDXGF,Measure,CZ06,24.253888888888888,348645380.25412476
Htl,M5,cDXHP,Base,CZ06,24.253888888888888,366949456.79435927
Htl,M5,cDXHP,Measure,CZ06,24.253888888888888,347112099.8135102
Htl,M5,cPTAC,Base,CZ06,24.253888888888888,367664230.0941077
Htl,M5,cPTAC,Measure,CZ06,24.253888888888888,348645776.3247874
Htl,M5,cPVVG,Base,CZ06,24.253888888888888,365000056.6789311
Htl,M5,cPVVG,Measure,CZ06,24.253888888888888,346110704.9886113
Htl,M1,cDXGF,Base,CZ07,26.066111111111113,420196791.9221138
Htl,M1,cDXGF,Measure,CZ07,26.066111111111113,420550110.83888465
Htl,M1,cDXHP,Base,CZ07,26.066111111111113,419499897.2050976
Htl,M1,cDXHP,Measure,CZ07,26.066111111111113,419695948.1973067
Htl,M1,cPTAC,Base,CZ07,26.066111111111113,420196444.49146736
Htl,M1,cPTAC,Measure,CZ07,26.066111111111113,420550111.53387755
Htl,M1,cPVVG,Base,CZ07,26.066111111111113,408842679.2562514
Htl,M1,cPVVG,Measure,CZ07,26.066111111111113,411510137.52503604
Htl,M2,cDXGF,Base,CZ07,26.066111111111113,390192858.3373163
Htl,M2,cDXGF,Measure,CZ07,26.066111111111113,387408108.5556948
Htl,M2,cDXHP,Base,CZ07,26.066111111111113,389680154.6253659
Htl,M2,cDXHP,Measure,CZ07,26.066111111111113,386831783.34415096
Htl,M2,cPTAC,Base,CZ07,26.066111111111113,390192858.3373178
Htl,M2,cPTAC,Measure,CZ07,26.066111111111113,387408710.33463067
Htl,M2,cPVVG,Base,CZ07,26.066111111111113,373869358.0349916
Htl,M2,cPVVG,Measure,CZ07,26.066111111111113,372507541.73895586
Htl,M3,cDXGF,Base,CZ07,26.066111111111113,386802009.681282
Htl,M3,cDXGF,Measure,CZ07,26.066111111111113,365752699.53857327
Htl,M3,cDXHP,Base,CZ07,26.066111111111113,383056170.197649
Htl,M3,cDXHP,Measure,CZ07,26.066111111111113,361846545.69631594
Htl,M3,cPTAC,Base,CZ07,26.066111111111113,386804697.17899865
Htl,M3,cPTAC,Measure,CZ07,26.066111111111113,365755074.9344335
Htl,M3,cPVVG,Base,CZ07,26.066111111111113,384275159.21799636
Htl,M3,cPVVG,Measure,CZ07,26.066111111111113,363344651.2560252
Htl,M4,cDXGF,Base,CZ07,26.066111111111113,400013664.2225487
Htl,M4,cDXGF,Measure,CZ07,26.066111111111113,400079408.77495736
Htl,M4,cDXHP,Base,CZ07,26.066111111111113,397990921.2529026
Htl,M4,cDXHP,Measure,CZ07,26.066111111111113,398085836.01355904
Htl,M4,cPTAC,Base,CZ07,26.066111111111113,400016844.13185203
Htl,M4,cPTAC,Measure,CZ07,26.066111111111113,400079408.73465616
Htl,M4,cPVVG,Base,CZ07,26.066111111111113,385491314.60448366
Htl,M4,cPVVG,Measure,CZ07,26.066111111111113,387664704.1786202
Htl,M5,cDXGF,Base,CZ07,26.066111111111113,410239580.0819816
Htl,M5,cDXGF,Measure,CZ07,26.066111111111113,386619209.66703886
Htl,M5,cDXHP,Base,CZ07,26.066111111111113,408408361.31770146
Htl,M5,cDXHP,Measure,CZ07,26.066111111111113,384202030.96192086
Htl,M5,cPTAC,Base,CZ07,26.066111111111113,410239580.08219045
Htl,M5,cPTAC,Measure,CZ07,26.066111111111113,386619209.6672218
Htl,M5,cPVVG,Base,CZ07,26.066111111111113,407820075.9983241
Htl,M5,cPVVG,Measure,CZ07,26.066111111111113,384331523.2310189
Htl,M1,cDXGF,Base,CZ08,32.875,510551049.2919751
Htl,M1,cDXGF,Measure,CZ08,32.875,512656389.47408366
Htl,M1,cDXHP,Base,CZ08,32.875,513797175.3295889
Htl,M1,cDXHP,Measure,CZ08,32.875,516038585.3014545
Htl,M1,cPTAC,Base,CZ08,32.875,510550363.6477348
Htl,M1,cPTAC,Measure,CZ08,32.875,512657352.90861857
Htl,M1,cPVVG,Base,CZ08,32.875,499792609.5790275
Htl,M1,cPVVG,Measure,CZ08,32.875,504207642.6637552
Htl,M2,cDXGF,Base,CZ08,32.875,428750185.89903575
Htl,M2,cDXGF,Measure,CZ08,32.875,424786880.1749328
Htl,M2,cDXHP,Base,CZ08,32.875,428438559.8856109
Htl,M2,cDXHP,Measure,CZ08,32.875,424445157.143549
Htl,M2,cPTAC,Base,CZ08,32.875,428750185.89903903
Htl,M2,cPTAC,Measure,CZ08,32.875,424789217.06546664
Htl,M2,cPVVG,Base,CZ08,32.875,407374373.9951458
Htl,M2,cPVVG,Measure,CZ08,32.875,405648121.0928296
Htl,M3,cDXGF,Base,CZ08,32.875,420453885.9200338
Htl,M3,cDXGF,Measure,CZ08,32.875,396163506.3915774
Htl,M3,cDXHP,Base,CZ08,32.875,419383736.7448826
Htl,M3,cDXHP,Measure,CZ08,32.875,394988712.6553125
Htl,M3,cPTAC,Base,CZ08,32.875,420459610.06271464
Htl,M3,cPTAC,Measure,CZ08,32.875,396168537.55459803
Htl,M3,cPVVG,Base,CZ08,32.875,417427425.69550693
Htl,M3,cPVVG,Measure,CZ08,32.875,393298387.25097364
Htl,M4,cDXGF,Base,CZ08,32.875,471734992.8535393
Htl,M4,cDXGF,Measure,CZ08,32.875,474331186.1961567
Htl,M4,cDXHP,Base,CZ08,32.875,472054999.6501377
Htl,M4,cDXHP,Measure,CZ08,32.875,474683920.62155265
Htl,M4,cPTAC,Base,CZ08,32.875,471733758.9260607
Htl,M4,cPTAC,Measure,CZ08,32.875,474333171.128287
Htl,M4,cPVVG,Base,CZ08,32.875,455611129.0716957
Htl,M4,cPVVG,Measure,CZ08,32.875,460976083.7675177
Htl,M5,cDXGF,Base,CZ08,32.875,449011181.2097304
Htl,M5,cDXGF,Measure,CZ08,32.875,422460249.1994162
Htl,M5,cDXHP,Base,CZ08,32.875,447200859.4215625
Htl,M5,cDXHP,Measure,CZ08,32.875,420641691.6424539
Htl,M5,cPTAC,Base,CZ08,32.875,449010236.77052593
Htl,M5,cPTAC,Measure,CZ08,32.875,422459426.65665203
Htl,M5,cPVVG,Base,CZ08,32.875,445999898.41550803
Htl,M5,cPVVG,Measure,CZ08,32.875,419629789.78099185
Htl,M1,cDXGF,Base,CZ09,34.36222222222222,536098393.5590428
Htl,M1,cDXGF,Measure,CZ09,34.36222222222222,538156544.4798499
Htl,M1,cDXHP,Base,CZ09,34.36222222222222,539180877.8620082
Htl,M1,cDXHP,Measure,CZ09,34.36222222222222,541308356.2131058
Htl,M1,cPTAC,Base,CZ09,34.36222222222222,536095983.7861188
Htl,M1,cPTAC,Measure,CZ09,34.36222222222222,538157437.3688934
Htl,M1,cPVVG,Base,CZ09,34.36222222222222,525063408.3014812
Htl,M1,cPVVG,Measure,CZ09,34.36222222222222,529363143.64057654
Htl,M2,cDXGF,Base,CZ09,34.36222222222222,441833903.77917695
Htl,M2,cDXGF,Measure,CZ09,34.36222222222222,437555727.8793815
Htl,M2,cDXHP,Base,CZ09,34.36222222222222,441575199.2232616
Htl,M2,cDXHP,Measure,CZ09,34.36222222222222,437268017.2788992
Htl,M2,cPTAC,Base,CZ09,34.36222222222222,441836899.3521604
Htl,M2,cPTAC,Measure,CZ09,34.36222222222222,437558244.1728512
Htl,M2,cPVVG,Base,CZ09,34.36222222222222,418999509.73948306
Htl,M2,cPVVG,Measure,CZ09,34.36222222222222,417124392.3464607
Htl,M3,cDXGF,Base,CZ09,34.36222222222222,432155244.7287018
Htl,M3,cDXGF,Measure,CZ09,34.36222222222222,406805981.8436744
Htl,M3,cDXHP,Base,CZ09,34.36222222222222,431397047.15084815
Htl,M3,cDXHP,Measure,CZ09,34.36222222222222,405967384.766766
Htl,M3,cPTAC,Base,CZ09,34.36222222222222,432156903.70933586
Htl,M3,cPTAC,Measure,CZ09,34.36222222222222,406807440.8003536
Htl,M3,cPVVG,Base,CZ09,34.36222222222222,428986784.9257833
Htl,M3,cPVVG,Measure,CZ09,34.36222222222222,403811972.3179014
Htl,M4,cDXGF,Base,CZ09,34.36222222222222,496915370.08436584
Htl,M4,cDXGF,Measure,CZ09,34.36222222222222,499245933.11108285
Htl,M4,cDXHP,Base,CZ09,34.36222222222222,497513291.1132423
Htl,M4,cDXHP,Measure,CZ09,34.36222222222222,499872097.36012655
Htl,M4,cPTAC,Base,CZ09,34.36222222222222,496910840.717321
Htl,M4,cPTAC,Measure,CZ09,34.36222222222222,499246543.7266237
Htl,M4,cPVVG,Base,CZ09,34.36222222222222,480922653.00554985
Htl,M4,cPVVG,Measure,CZ09,34.36222222222222,486044368.47786385
Htl,M5,cDXGF,Base,CZ09,34.36222222222222,477027623.01287585
Htl,M5,cDXGF,Measure,CZ09,34.36222222222222,447838641.0579378
Htl,M5,cDXHP,Base,CZ09,34.36222222222222,475790794.330051
Htl,M5,cDXHP,Measure,CZ09,34.36222222222222,446572363.4289827
Htl,M5,cPTAC,Base,CZ09,34.36222222222222,477023011.2155126
Htl,M5,cPTAC,Measure,CZ09,34.36222222222222,447832746.3652446
Htl,M5,cPVVG,Base,CZ09,34.36222222222222,474162858.0943783
Htl,M5,cPVVG,Measure,CZ09,34.36222222222222,445148621.7276236
Htl,M1,cDXGF,Base,CZ10,35.65,556834612.5900445
Htl,M1,cDXGF,Measure,CZ10,35.65,558948794.9685422
Htl,M1,cDXHP,Base,CZ10,35.65,558069524.2343141
Htl,M1,cDXHP,Measure,CZ10,35.65,560208513.2506585
Htl,M1,cPTAC,Base,CZ10,35.65,556833360.4678986
Htl,M1,cPTAC,Measure,CZ10,35.65,558949596.1431118
Htl,M1,cPVVG,Base,CZ10,35.65,547988811.1128621
Htl,M1,cPVVG,Measure,CZ10,35.65,552379452.248674
Htl,M2,cDXGF,Base,CZ10,35.65,442372582.2351116
Htl,M2,cDXGF,Measure,CZ10,35.65,437909207.90766215
Htl,M2,cDXHP,Base,CZ10,35.65,442208327.95965356
Htl,M2,cDXHP,Measure,CZ10,35.65,437734300.6011478
Htl,M2,cPTAC,Base,CZ10,35.65,442372582.2351134
Htl,M2,cPTAC,Measure,CZ10,35.65,437912467.7588241
Htl,M2,cPVVG,Base,CZ10,35.65,419206265.5428663
Htl,M2,cPVVG,Measure,CZ10,35.65,417268006.5524424
Htl,M3,cDXGF,Base,CZ10,35.65,434885834.7031747
