Filename,Measure,BldgType,BldgLoc,BldgHVAC,Run Type,Cooling Capacity,Heating Capacity,Conditioned Area,Electricity Heating,Natural Gas Heating,Electricity Cooling,Electricity Fans,Unmet Hours Heating,Unmet Hours Cooling
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ16\MLI\M5-cDXGF-Base\instance0915151209\eplustbl.csv,M5,MLI,CZ16,cDXGF,Base,705940.82,783894.26,9291.61,0.0,180327.54,132938.83,62847.11,19.67,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ01\MLI\M5-cDXGF-Measure\instance0915144746\eplustbl.csv,M5,MLI,CZ01,cDXGF,Measure,546383.61,736183.86,9291.61,0.0,121440.28,57611.03,35162.75,23.0,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ02\MLI\M5-cDXGF-Measure\instance0915151733\eplustbl.csv,M5,MLI,CZ02,cDXGF,Measure,599702.12,773223.4500000001,9291.61,0.0,78601.47,120914.05,59101.43,15.33,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ03\MLI\M5-cDXGF-Measure\instance0915154743\eplustbl.csv,M5,MLI,CZ03,cDXGF,Measure,556751.03,715939.13,9291.61,0.0,50445.97,101180.87,50813.51,11.5,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ04\MLI\M5-cDXGF-Measure\instance0915162410\eplustbl.csv,M5,MLI,CZ04,cDXGF,Measure,641193.27,794597.4299999999,9291.61,0.0,63031.89,161563.02,73490.29,13.0,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ05\MLI\M5-cDXGF-Measure\instance0915170713\eplustbl.csv,M5,MLI,CZ05,cDXGF,Measure,572368.62,737972.2200000001,9291.61,0.0,41315.96,102292.91,50524.28,8.5,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ06\MLI\M5-cDXGF-Measure\instance0915174739\eplustbl.csv,M5,MLI,CZ06,cDXGF,Measure,574960.11,699014.5,9291.61,0.0,12259.29,152936.96,71855.48,2.17,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ07\MLI\M5-cDXGF-Measure\instance0915181936\eplustbl.csv,M5,MLI,CZ07,cDXGF,Measure,599523.8200000001,704721.48,9291.61,0.0,10176.59,154696.79,69788.38,1.83,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ08\MLI\M5-cDXGF-Measure\instance0915185212\eplustbl.csv,M5,MLI,CZ08,cDXGF,Measure,602425.62,740361.54,9291.61,0.0,16293.06,196466.55,88306.66,2.67,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ09\MLI\M5-cDXGF-Measure\instance0915192620\eplustbl.csv,M5,MLI,CZ09,cDXGF,Measure,615519.24,743780.53,9291.61,0.0,23337.78,194360.27,87969.5,5.5,0.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ10\MLI\M5-cDXGF-Measure\instance0915195952\eplustbl.csv,M5,MLI,CZ10,cDXGF,Measure,614956.78,749718.55,9291.61,0.0,20085.88,204939.65,90296.15,4.33,0.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ11\MLI\M5-cDXGF-Measure\instance0915203335\eplustbl.csv,M5,MLI,CZ11,cDXGF,Measure,640075.62,810447.62,9291.61,0.0,78910.83,202121.3,90242.72,14.83,2.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ12\MLI\M5-cDXGF-Measure\instance0915210515\eplustbl.csv,M5,MLI,CZ12,cDXGF,Measure,633250.05,794445.1100000001,9291.61,0.0,74619.93,166973.0,76719.55,14.33,0.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ13\MLI\M5-cDXGF-Measure\instance0916164251\eplustbl.csv,M5,MLI,CZ13,cDXGF,Measure,655364.49,809900.71,9291.61,0.0,62451.91,222993.81,97274.37,12.83,6.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ14\MLI\M5-cDXGF-Measure\instance0916155344\eplustbl.csv,M5,MLI,CZ14,cDXGF,Measure,677954.68,809704.97,9291.61,0.0,64562.05,202094.79,91863.22,14.83,1.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ15\MLI\M5-cDXGF-Measure\instance0915183046\eplustbl.csv,M5,MLI,CZ15,cDXGF,Measure,720358.98,817706.27,9291.61,0.0,9540.19,346858.01,135100.21,1.33,65.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ16\MLI\M5-cDXGF-Measure\instance0915151200\eplustbl.csv,M5,MLI,CZ16,cDXGF,Measure,705940.82,783894.26,9291.61,0.0,146203.6,105606.86,62856.23,19.67,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ01\MLI\M5-cDXHP-Base\instance0915144753\eplustbl.csv,M5,MLI,CZ01,cDXHP,Base,736183.86,736183.86,9291.61,38666.27,0.0,75922.44,30937.44,29.0,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ02\MLI\M5-cDXHP-Base\instance0915151734\eplustbl.csv,M5,MLI,CZ02,cDXHP,Base,773223.4500000001,773223.4500000001,9291.61,26994.48,0.0,155328.47,48534.19,21.17,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ03\MLI\M5-cDXHP-Base\instance0915154746\eplustbl.csv,M5,MLI,CZ03,cDXHP,Base,715939.13,715939.13,9291.61,14722.0,0.0,131046.11,41482.99,12.0,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ04\MLI\M5-cDXHP-Base\instance0915162412\eplustbl.csv,M5,MLI,CZ04,cDXHP,Base,797824.79,797824.79,9291.61,22991.24,0.0,203799.69,60256.26,19.67,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ05\MLI\M5-cDXHP-Base\instance0915170714\eplustbl.csv,M5,MLI,CZ05,cDXHP,Base,737972.2200000001,737972.2200000001,9291.61,12610.58,0.0,132112.32,40887.06,9.83,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ06\MLI\M5-cDXHP-Base\instance0915174739\eplustbl.csv,M5,MLI,CZ06,cDXHP,Base,699014.5,699014.5,9291.61,3399.43,0.0,193029.23,59735.51,1.83,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ07\MLI\M5-cDXHP-Base\instance0915181937\eplustbl.csv,M5,MLI,CZ07,cDXHP,Base,704721.48,704721.48,9291.61,2805.77,0.0,195710.2,60207.64,1.83,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ08\MLI\M5-cDXHP-Base\instance0915185213\eplustbl.csv,M5,MLI,CZ08,cDXHP,Base,740361.54,740361.54,9291.61,4614.48,0.0,246676.12,72055.66,2.83,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ09\MLI\M5-cDXHP-Base\instance0915192624\eplustbl.csv,M5,MLI,CZ09,cDXHP,Base,743780.53,743780.53,9291.61,6827.54,0.0,243497.83,72875.78,6.33,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ10\MLI\M5-cDXHP-Base\instance0915195955\eplustbl.csv,M5,MLI,CZ10,cDXHP,Base,749718.55,749718.55,9291.61,5975.7,0.0,255773.77,73745.55,5.17,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ11\MLI\M5-cDXHP-Base\instance0915203335\eplustbl.csv,M5,MLI,CZ11,cDXHP,Base,810447.62,810447.62,9291.61,25976.37,0.0,251611.32,72903.14,19.67,1.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ12\MLI\M5-cDXHP-Base\instance0915210516\eplustbl.csv,M5,MLI,CZ12,cDXHP,Base,794445.1100000001,794445.1100000001,9291.61,24253.33,0.0,211866.32,62827.27,18.67,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ13\MLI\M5-cDXHP-Base\instance0916164301\eplustbl.csv,M5,MLI,CZ13,cDXHP,Base,809900.71,809900.71,9291.61,19833.98,0.0,279118.88,79961.14,15.0,2.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ14\MLI\M5-cDXHP-Base\instance0916155333\eplustbl.csv,M5,MLI,CZ14,cDXHP,Base,810531.87,810531.87,9291.61,24745.16,0.0,250027.95,78316.87,25.0,0.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ15\MLI\M5-cDXHP-Base\instance0915183035\eplustbl.csv,M5,MLI,CZ15,cDXHP,Base,817706.27,817706.27,9291.61,2798.53,0.0,428507.31,117208.85,1.67,14.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ16\MLI\M5-cDXHP-Base\instance0915151150\eplustbl.csv,M5,MLI,CZ16,cDXHP,Base,783894.26,783894.26,9291.61,62749.16,0.0,132284.44,64923.76,36.83,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ01\MLI\M5-cDXHP-Measure\instance0915144753\eplustbl.csv,M5,MLI,CZ01,cDXHP,Measure,736183.86,736183.86,9291.61,32560.54,0.0,60282.39,30937.25,29.0,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ02\MLI\M5-cDXHP-Measure\instance0915151734\eplustbl.csv,M5,MLI,CZ02,cDXHP,Measure,773223.4500000001,773223.4500000001,9291.61,22867.12,0.0,123330.76,48533.75,21.17,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ03\MLI\M5-cDXHP-Measure\instance0915154748\eplustbl.csv,M5,MLI,CZ03,cDXHP,Measure,715939.13,715939.13,9291.61,12305.38,0.0,104050.61,41482.99,12.0,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ04\MLI\M5-cDXHP-Measure\instance0915162416\eplustbl.csv,M5,MLI,CZ04,cDXHP,Measure,797824.79,797824.79,9291.61,19548.84,0.0,161816.92,60256.03,19.67,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ05\MLI\M5-cDXHP-Measure\instance0915170720\eplustbl.csv,M5,MLI,CZ05,cDXHP,Measure,737972.2200000001,737972.2200000001,9291.61,10570.99,0.0,104897.18,40887.06,9.83,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ06\MLI\M5-cDXHP-Measure\instance0915174739\eplustbl.csv,M5,MLI,CZ06,cDXHP,Measure,699014.5,699014.5,9291.61,2838.52,0.0,153265.21,59735.51,1.83,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ07\MLI\M5-cDXHP-Measure\instance0915181939\eplustbl.csv,M5,MLI,CZ07,cDXHP,Measure,704721.48,704721.48,9291.61,2342.81,0.0,155393.89,60207.64,1.83,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ08\MLI\M5-cDXHP-Measure\instance0915185220\eplustbl.csv,M5,MLI,CZ08,cDXHP,Measure,740361.54,740361.54,9291.61,3854.37,0.0,195860.84,72055.66,2.83,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ09\MLI\M5-cDXHP-Measure\instance0915192624\eplustbl.csv,M5,MLI,CZ09,cDXHP,Measure,743780.53,743780.53,9291.61,5702.54,0.0,193337.27,72875.78,6.33,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ10\MLI\M5-cDXHP-Measure\instance0915195956\eplustbl.csv,M5,MLI,CZ10,cDXHP,Measure,749718.55,749718.55,9291.61,4996.11,0.0,203084.38,73745.55,5.17,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ11\MLI\M5-cDXHP-Measure\instance0915203341\eplustbl.csv,M5,MLI,CZ11,cDXHP,Measure,810447.62,810447.62,9291.61,21895.77,0.0,199779.14,72901.76,20.0,1.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ12\MLI\M5-cDXHP-Measure\instance0915210521\eplustbl.csv,M5,MLI,CZ12,cDXHP,Measure,794445.1100000001,794445.1100000001,9291.61,20434.71,0.0,168221.84,62827.13,18.67,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ13\MLI\M5-cDXHP-Measure\instance0916164301\eplustbl.csv,M5,MLI,CZ13,cDXHP,Measure,809900.71,809900.71,9291.61,16692.45,0.0,221620.17,79961.09,15.0,2.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ14\MLI\M5-cDXHP-Measure\instance0916155323\eplustbl.csv,M5,MLI,CZ14,cDXHP,Measure,810531.87,810531.87,9291.61,21036.46,0.0,198521.89,78314.16,25.0,0.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ15\MLI\M5-cDXHP-Measure\instance0915183024\eplustbl.csv,M5,MLI,CZ15,cDXHP,Measure,817706.27,817706.27,9291.61,2339.43,0.0,340234.8,117208.85,1.67,14.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ16\MLI\M5-cDXHP-Measure\instance0915151141\eplustbl.csv,M5,MLI,CZ16,cDXHP,Measure,783894.26,783894.26,9291.61,54082.11,0.0,105030.9,64931.49,38.0,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ01\MLI\M5-cPTAC-Base\instance0915144745\eplustbl.csv,M5,MLI,CZ01,cPTAC,Base,546383.61,0.0,9291.61,0.0,0.0,59287.31,186712.22,3870.67,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ02\MLI\M5-cPTAC-Base\instance0915151726\eplustbl.csv,M5,MLI,CZ02,cPTAC,Base,599702.12,0.0,9291.61,0.0,0.0,140858.03,155871.54,2413.33,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ03\MLI\M5-cPTAC-Base\instance0915154736\eplustbl.csv,M5,MLI,CZ03,cPTAC,Base,556751.03,0.0,9291.61,0.0,0.0,119413.33,118829.92,1947.33,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ04\MLI\M5-cPTAC-Base\instance0915162400\eplustbl.csv,M5,MLI,CZ04,cPTAC,Base,641193.27,0.0,9291.61,0.0,0.0,192139.16,157477.1,2128.83,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ05\MLI\M5-cPTAC-Base\instance0915170703\eplustbl.csv,M5,MLI,CZ05,cPTAC,Base,572368.62,0.0,9291.61,0.0,0.0,120274.12,106080.25,1686.5,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ06\MLI\M5-cPTAC-Base\instance0915174731\eplustbl.csv,M5,MLI,CZ06,cPTAC,Base,574960.11,0.0,9291.61,0.0,0.0,190228.13,89698.31,693.5,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ07\MLI\M5-cPTAC-Base\instance0915181929\eplustbl.csv,M5,MLI,CZ07,cPTAC,Base,599523.8200000001,0.0,9291.61,0.0,0.0,192535.95,85503.67,624.33,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ08\MLI\M5-cPTAC-Base\instance0915185204\eplustbl.csv,M5,MLI,CZ08,cPTAC,Base,602425.62,0.0,9291.61,0.0,0.0,243643.05,111846.27,729.5,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ09\MLI\M5-cPTAC-Base\instance0915192615\eplustbl.csv,M5,MLI,CZ09,cPTAC,Base,615519.24,0.0,9291.61,0.0,0.0,240141.9,119597.09,921.67,0.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ10\MLI\M5-cPTAC-Base\instance0915195946\eplustbl.csv,M5,MLI,CZ10,cPTAC,Base,614956.78,0.0,9291.61,0.0,0.0,253703.17,119899.87,917.5,0.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ11\MLI\M5-cPTAC-Base\instance0915203326\eplustbl.csv,M5,MLI,CZ11,cPTAC,Base,640075.62,0.0,9291.61,0.0,0.0,246437.66,185474.42,2191.67,2.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ12\MLI\M5-cPTAC-Base\instance0915210508\eplustbl.csv,M5,MLI,CZ12,cPTAC,Base,633250.05,0.0,9291.61,0.0,0.0,201659.56,174356.72,2252.67,0.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ13\MLI\M5-cPTAC-Base\instance0916164241\eplustbl.csv,M5,MLI,CZ13,cPTAC,Base,655364.49,0.0,9291.61,0.0,0.0,273541.24,185455.66,1956.33,6.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ14\MLI\M5-cPTAC-Base\instance0916155414\eplustbl.csv,M5,MLI,CZ14,cPTAC,Base,677954.68,0.0,9291.61,0.0,0.0,245438.51,175303.78,1939.33,1.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ15\MLI\M5-cPTAC-Base\instance0915183118\eplustbl.csv,M5,MLI,CZ15,cPTAC,Base,720358.98,0.0,9291.61,0.0,0.0,434938.13,151103.5,428.67,65.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ16\MLI\M5-cPTAC-Base\instance0915151226\eplustbl.csv,M5,MLI,CZ16,cPTAC,Base,705940.82,0.0,9291.61,0.0,0.0,121751.21,236281.57,3235.83,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ01\MLI\M5-cPTAC-Measure\instance0915144745\eplustbl.csv,M5,MLI,CZ01,cPTAC,Measure,546383.61,0.0,9291.61,0.0,0.0,47108.78,176456.97,3861.83,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ02\MLI\M5-cPTAC-Measure\instance0915151726\eplustbl.csv,M5,MLI,CZ02,cPTAC,Measure,599702.12,0.0,9291.61,0.0,0.0,111884.81,150601.71,2400.0,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ03\MLI\M5-cPTAC-Measure\instance0915154741\eplustbl.csv,M5,MLI,CZ03,cPTAC,Measure,556751.03,0.0,9291.61,0.0,0.0,94824.76,116470.61,1940.83,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ04\MLI\M5-cPTAC-Measure\instance0915162403\eplustbl.csv,M5,MLI,CZ04,cPTAC,Measure,641193.27,0.0,9291.61,0.0,0.0,152599.56,153632.93,2114.67,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ05\MLI\M5-cPTAC-Measure\instance0915170704\eplustbl.csv,M5,MLI,CZ05,cPTAC,Measure,572368.62,0.0,9291.61,0.0,0.0,95515.71,104726.55,1670.67,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ06\MLI\M5-cPTAC-Measure\instance0915174731\eplustbl.csv,M5,MLI,CZ06,cPTAC,Measure,574960.11,0.0,9291.61,0.0,0.0,151041.2,89570.11,693.0,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ07\MLI\M5-cPTAC-Measure\instance0915181931\eplustbl.csv,M5,MLI,CZ07,cPTAC,Measure,599523.8200000001,0.0,9291.61,0.0,0.0,152873.62,85492.25,623.83,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ08\MLI\M5-cPTAC-Measure\instance0915185211\eplustbl.csv,M5,MLI,CZ08,cPTAC,Measure,602425.62,0.0,9291.61,0.0,0.0,193453.06,111674.37,728.67,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ09\MLI\M5-cPTAC-Measure\instance0915192616\eplustbl.csv,M5,MLI,CZ09,cPTAC,Measure,615519.24,0.0,9291.61,0.0,0.0,190677.33,118726.32,922.33,0.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ10\MLI\M5-cPTAC-Measure\instance0915195948\eplustbl.csv,M5,MLI,CZ10,cPTAC,Measure,614956.78,0.0,9291.61,0.0,0.0,201446.44,118736.2,918.0,0.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ11\MLI\M5-cPTAC-Measure\instance0915203332\eplustbl.csv,M5,MLI,CZ11,cPTAC,Measure,640075.62,0.0,9291.61,0.0,0.0,195687.56,181094.43,2183.17,2.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ12\MLI\M5-cPTAC-Measure\instance0915210513\eplustbl.csv,M5,MLI,CZ12,cPTAC,Measure,633250.05,0.0,9291.61,0.0,0.0,160143.14,168765.31,2243.83,0.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ13\MLI\M5-cPTAC-Measure\instance0916164242\eplustbl.csv,M5,MLI,CZ13,cPTAC,Measure,655364.49,0.0,9291.61,0.0,0.0,217204.14,180687.07,1954.17,6.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ14\MLI\M5-cPTAC-Measure\instance0916155404\eplustbl.csv,M5,MLI,CZ14,cPTAC,Measure,677954.68,0.0,9291.61,0.0,0.0,194929.53,170784.48,1917.33,1.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ15\MLI\M5-cPTAC-Measure\instance0915183108\eplustbl.csv,M5,MLI,CZ15,cPTAC,Measure,720358.98,0.0,9291.61,0.0,0.0,345331.88,150129.3,430.5,65.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ16\MLI\M5-cPTAC-Measure\instance0915151218\eplustbl.csv,M5,MLI,CZ16,cPTAC,Measure,705940.82,0.0,9291.61,0.0,0.0,96722.73,225972.6,3239.17,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Ex\runs\CZ01\MLI\M5-cPVVG-Base\instance0915144754\eplustbl.csv,M5,MLI,CZ01,cPVVG,Base,475667.88,693629.79,9291.61,0.0,150660.17,71276.53,30393.17,22.67,0.0
